Partner	PublicationType	ItemPII	DOI	ItemSubType	ItemWeight	ItemStage	JNL Acronym	ItemVersion	ISSN	CID	HubPII	VolumeStart	VolumeEnd	IssueStart	IssueEnd	Supplement	CoverDateStart	CoverDateEnd	ISBN	ItemOnline	ItemVorOnline	GreenOA EmbargoDate	EmbargoPeriod	ItemLastLoadEW	ItemLastLoadXOCS	OpenAccessStatus	OpenAccessEffDate	OpenAccessWinType	OpenAccessLicense	OpenAccessSponsorName	OpenAccessSponsorType	CopyrightLine	LicenseLine	FirstPage	LastPage	ItemNumber	PageCount	FigureCount	TableCount	MathMLCount	MMCCount	Status	Remarks	
Florida	JL	S1359-8368(14)00305-9	10.1016/j.compositesb.2014.07.025	fla	FULL-TEXT	S300	JCOMB	S300.1	1359-8368	271637	S1359-8368(14)X0007-7	67				C	201412			2014-07-30		2016-10-27	24	2014-09-11T21:40:20	2015-05-15T05:46:46.50671-04:00							Copyright © 2014 Elsevier Ltd. All rights reserved.		579	587		9	14	3	0	0	Uploaded	1-Jul	
Qatar	JL	S1386-1425(14)01131-7	10.1016/j.saa.2014.07.050	fla	FULL-TEXT	S300	SAA	S300.1	1386-1425	271973	S1386-1425(14)X0013-2	135				C	20150125			2014-07-30		2016-10-27	24	2014-09-12T16:45:23	2015-05-15T06:03:06.574197-04:00							Copyright © 2014 Elsevier B.V. All rights reserved.		498	505		8	13	4	19	1	Uploaded	1-Jul	
Florida	JL	S2213-2317(14)00089-5	10.1016/j.redox.2014.07.006	fla	FULL-TEXT	S300	REDOX	S300.1	2213-2317	282796	S2213-2317(13)X0003-5	2				C	2014			2014-07-30		2014-10-28	0	2014-12-11T13:56:33	2015-05-15T07:35:34.676838-04:00	Full	2014-07-30T02:05:35Z		http://creativecommons.org/licenses/by/3.0/		Author	Published by Elsevier B.V.		910	920		11	10	1	0	0	Uploaded	1-Jul	
Florida	JL	S0003-4975(13)02378-3	10.1016/j.athoracsur.2013.10.056	crp	FULL-TEXT	S300	ATS	S300.1	0003-4975	271126	S0003-4975(14)X0007-X	98		2			201408			2014-07-31		2015-10-29	12	2014-07-19T01:23:28	2015-05-13T23:31:11.000276-04:00							Copyright © 2014 The Society of Thoracic Surgeons. Published by Elsevier Inc. All rights reserved.		713	715		3	4	0	0	0	Uploaded	1-Jul	
Qatar	JL	S0168-1605(14)00362-6	10.1016/j.ijfoodmicro.2014.07.020	fla	FULL-TEXT	S300	FOOD	S300.2	0168-1605	271249	S0168-1605(14)X0016-4	189				C	20141017			2014-07-31		2015-10-29	12	2016-02-08T16:57:21	2016-02-08T12:05:22.6946-05:00	Full	2014-07-28T08:59:06Z		http://creativecommons.org/licenses/by-nc-nd/3.0/		Author	Copyright © 2014 The Authors. Published by Elsevier B.V.		45	50		6	2	3	0	0	Uploaded	1-Jul	
Florida	JL	S0191-8869(14)00400-0	10.1016/j.paid.2014.06.048	fla	FULL-TEXT	S300	PAID	S300.1	0191-8869	271782	S0191-8869(14)X0012-7	70				C	201411			2014-07-31		2016-10-28	24	2014-08-11T14:46:59	2015-05-14T05:39:52.88491-04:00							Copyright © 2014 Elsevier Ltd. All rights reserved.		229	234		6	0	3	0	0	Uploaded	1-Jul	
Florida	JL	S1042-3699(14)00041-7	10.1016/j.coms.2014.05.003	rev	FULL-TEXT	S300	OMC	S300.1	1042-3699	273331	S1042-3699(14)X0003-8	26		3			201408		978-0-323-32020-7	2014-07-31		2015-10-29	12	2014-07-31T01:33:04	2015-05-15T04:33:14.132765-04:00							Copyright © 2014 Elsevier Inc. All rights reserved.		327	333		7	2	3	0	0	Uploaded	1-Jul	
Florida	JL	S1546-1440(14)00285-3	10.1016/j.jacr.2014.05.020	fla	FULL-TEXT	S300	JACR	S300.1	1546-1440	273076	S1546-1440(14)X0008-6	11		9			201409			2014-07-31		2015-10-29	12	2014-08-23T02:05:58	2015-05-15T06:34:43.253152-04:00							Copyright © 2014 American College of Radiology. Published by Elsevier Inc. All rights reserved.		849	856		8	0	3	0	0	Uploaded	28-Jun	
Florida	JL	S0022-5347(14)04142-1	10.1016/j.juro.2014.07.104	fla	FULL-TEXT	S300	JURO	S300.2	0022-5347	273470	S0022-5347(13)X0028-X	193		1			201501			2014-08-01		2015-10-30	12	2015-02-06T13:26:59	2015-05-14T01:53:18.432515-04:00							"Copyright © 2015 American Urological Association Education and Research, Inc. Published by Elsevier Inc. All rights reserved."		154	159		6	1	3	0	0	Uploaded	1-Jul	
Florida	JL	S0093-691X(14)00400-2	10.1016/j.theriogenology.2014.07.034	fla	FULL-TEXT	S300	THE	S300.2	0093-691X	271179	S0093-691X(14)X0017-8	83		1			20150101			2014-08-01		2015-10-30	12	2014-12-01T08:55:47	2015-05-14T03:33:15.533983-04:00							Copyright © 2015 Elsevier Inc. All rights reserved.		58	77		20	6	1	0	0	Uploaded	28-Jun	
Florida	JL	S0143-6228(14)00140-4	10.1016/j.apgeog.2014.06.024	fla	FULL-TEXT	S300	JAPG	S300.1	0143-6228	271856	S0143-6228(14)X0007-X	53				C	201409			2014-08-01		2017-10-29	36	2014-09-09T09:41:39	2015-05-14T04:11:00.146694-04:00							Copyright © 2014 Elsevier Ltd. All rights reserved.		389	401		13	10	1	7	0	Uploaded	28-Jun	
Qatar	JL	S0167-577X(14)01389-5	10.1016/j.matlet.2014.07.130	sco	FULL-TEXT	S300	MLBLUE	S300.1	0167-577X	271572	S0167-577X(14)X0018-2	135				C	20141115			2014-08-01		2016-10-29	24	2014-09-03T07:15:36	2015-05-14T05:01:33.624234-04:00							Copyright © 2014 Elsevier B.V. All rights reserved.		31	34		4	3	1	0	0	Uploaded	28-Jun	
Florida	JL	S0169-5347(14)00157-8	10.1016/j.tree.2014.07.006	rev	FULL-TEXT	S300	TREE	S300.1	0169-5347	271938	S0169-5347(14)X0010-8	29		10			201410			2014-08-01		2015-10-30	12	2014-09-13T02:03:18	2015-05-14T05:31:34.878038-04:00							Copyright © 2014 Elsevier Ltd. All rights reserved.		548	553		6	0	0	0	1	Uploaded	11-Aug	
Qatar	JL	S0196-8904(14)00586-X	10.1016/j.enconman.2014.06.061	fla	FULL-TEXT	S300	ECM	S300.2	0196-8904	271098	S0196-8904(14)X0009-9	87				C	201411			2014-08-01		2016-10-29	24	2014-11-24T16:47:07	2015-05-14T05:47:04.083033-04:00							Copyright © 2014 Elsevier Ltd. All rights reserved.		400	409		10	14	5	3	0	Uploaded	28-Jun	
Florida	JL	S0370-2693(14)00555-3	10.1016/j.physletb.2014.07.053	sco	FULL-TEXT	S300	PLB	S300.1	0370-2693	271623	S0370-2693(14)X0009-2	736				C	20140907			2014-08-01		2014-10-30	0	2014-08-28T09:05:18	2015-05-14T07:34:07.359256-04:00	Full	2014-07-31T10:53:59Z		http://creativecommons.org/licenses/by/3.0/	SCOAP³ - Sponsoring Consortium for Open Access Publishing in Particle Physics	FundingBody	Copyright © 2014 The Authors. Published by Elsevier B.V.		371	397		27	6	5	464	0	Uploaded	28-Jun	
Qatar	JL	S0378-7788(14)00590-8	10.1016/j.enbuild.2014.07.050	fla	FULL-TEXT	S300	ENB	S300.1	0378-7788	271089	S0378-7788(14)X0014-9	84				C	201412			2014-08-01		2016-10-29	24	2014-10-17T00:58:31	2015-05-14T08:13:49.995504-04:00							Copyright © 2014 Elsevier B.V. All rights reserved.		55	69		15	17	11	0	0	Uploaded	28-Jun	
Qatar	JL	S0924-0136(14)00287-8	10.1016/j.jmatprotec.2014.07.028	fla	FULL-TEXT	S300	PROTEC	S300.1	0924-0136	271356	S0924-0136(14)X0009-9	214		12			201412			2014-08-01		2016-10-29	24	2014-08-21T14:45:11	2015-05-15T03:01:13.117355-04:00							Copyright © 2014 Elsevier B.V. All rights reserved.		3158	3168		11	17	0	1	0	Uploaded	28-Jun	
Florida	JL	S0939-4753(14)00253-1	10.1016/j.numecd.2014.07.010	cor	FULL-TEXT	S300	NUMECD	S300.1	0939-4753	273312	S0939-4753(14)X0011-6	24		11			201411			2014-08-01		2015-10-30	12	2014-10-29T12:48:29	2015-05-15T03:30:18.857864-04:00							Copyright © 2014 Elsevier B.V. All rights reserved.		e33			1	0	0	0	0	Uploaded	28-Jun	
Florida	JL	S0939-4753(14)00253-1	10.1016/j.numecd.2014.07.010	cor	FULL-TEXT	S300	NUMECD	S300.1	0939-4753	273312	S0939-4753(14)X0011-6	24		11			201411			2014-08-01		2015-10-30	12	2014-10-29T12:48:29	2015-05-15T03:30:18.857864-04:00							Copyright © 2014 Elsevier B.V. All rights reserved.		e33			1	0	0	0	0	Duplicate Entry		
Florida	JL	S1936-6574(14)00098-3	10.1016/j.dhjo.2014.07.006	sco	FULL-TEXT	S300	DHJO	S300.1	1936-6574	276914	S1936-6574(14)X0005-1	8		1			201501			2014-08-01		2015-10-30	12	2014-12-09T06:44:06	2015-05-15T07:28:50.363556-04:00							Published by Elsevier Inc.		140	145		6	0	2	1	1	Uploaded	11-Aug	
Florida	JL	S0168-583X(14)00637-5	10.1016/j.nimb.2014.07.009	fla	FULL-TEXT	S300	NIMB	S300.1	0168-583X	271559	S0168-583X(14)X0021-2	337				C	20141015			2014-08-02		2016-10-30	24	2014-08-25T08:52:41	2015-05-14T05:17:02.762355-04:00							Copyright © 2014 Elsevier B.V. All rights reserved.		7	10		4	6	0	0	0	Uploaded	28-Jun	
Florida	JL	S0264-410X(14)00759-2	10.1016/j.vaccine.2014.05.073	fla	FULL-TEXT	S300	JVAC	S300.1	0264-410X	271205	S0264-410X(14)X0033-2	32				S1	20140811			2014-08-02		2015-10-31	12	2014-08-02T01:24:02	2015-05-14T06:09:01.766825-04:00	Full	2014-07-28T11:26:53Z		http://creativecommons.org/licenses/by-nc-nd/3.0/		ElsevierWaived	Copyright © 2014 Published by Elsevier Ltd.		A140	A150		11	4	4	7	0	Uploaded	28-Jun	
Florida	JL	S0143-4160(14)00116-X	10.1016/j.ceca.2014.07.012	fla	FULL-TEXT	S300	YCECA	S300.1	0143-4160	272490	S0143-4160(14)X0011-4	56		4			201410			2014-08-04		2015-11-02	12	2014-10-01T16:55:08	2015-05-14T04:11:00.146694-04:00							Copyright © 2014 Elsevier Ltd. All rights reserved.		245	256		12	9	1	0	0	Uploaded	28-Jun	
Florida	JL	S0261-5177(14)00140-X	10.1016/j.tourman.2014.07.008	fla	FULL-TEXT	S300	JTMA	S300.1	0261-5177	271716	S0261-5177(14)X0005-1	46				C	201502			2014-08-04		2017-11-01	36	2014-10-10T10:28:59	2015-05-14T06:00:40.345622-04:00							Copyright © 2014 Elsevier Ltd. All rights reserved.		299	310		12	0	1	0	0	Uploaded	28-Jun	
Florida	JL	S0735-1097(14)02907-6	10.1016/j.jacc.2014.04.064	fla	FULL-TEXT	S300	JAC	S300.2	0735-1097	271027	S0735-1097(14)X0037-9	64		6			20140812			2014-08-04		2015-11-02	12	2015-06-25T20:48:08	2015-08-11T20:37:02.177593-04:00	Full	2015-08-12T00:02:23Z	OpenArchive	http://www.elsevier.com/open-access/userlicense/1.0/		ElsevierBranded	Copyright © 2014 American College of Cardiology Foundation. Published by Elsevier Inc. All rights reserved.		553	561		9	6	1	0	1	Uploaded	28-Jun	
Florida	JL	S0946-672X(14)00141-2	10.1016/j.jtemb.2014.07.010	fla	FULL-TEXT	S300	JTEMB	S300.1	0946-672X	273208	S0946-672X(14)X0004-0	28		4			201410			2014-08-04		2015-11-02	12	2014-11-20T02:34:24	2015-05-15T03:32:31.545272-04:00							Copyright © 2014 Published by Elsevier GmbH		459	464		6	5	0	0	1	Uploaded	28-Jun	
Florida	JL	S0946-672X(14)00141-2	10.1016/j.jtemb.2014.07.010	fla	FULL-TEXT	S300	JTEMB	S300.1	0946-672X	273208	S0946-672X(14)X0004-0	28		4			201410			2014-08-04		2015-11-02	12	2014-11-20T02:34:24	2015-05-15T03:32:31.545272-04:00							Copyright © 2014 Published by Elsevier GmbH		459	464		6	5	0	0	1	Duplicate Entry		
Florida	JL	S0946-672X(14)00141-2	10.1016/j.jtemb.2014.07.010	fla	FULL-TEXT	S300	JTEMB	S300.1	0946-672X	273208	S0946-672X(14)X0004-0	28		4			201410			2014-08-04		2015-11-02	12	2014-11-20T02:34:24	2015-05-15T03:32:31.545272-04:00							Copyright © 2014 Published by Elsevier GmbH		459	464		6	5	0	0	1	Duplicate Entry		
Florida	JL	S2213-2244(14)00022-4	10.1016/j.ijppaw.2014.07.001	fla	FULL-TEXT	S300	IJPPAW	S300.1	2213-2244	282894	S2213-2244(14)X0003-9	3		3			201412			2014-08-04		2014-11-02	0	2014-11-25T22:29:56	2015-05-15T07:35:34.676838-04:00	Full	2014-07-25T08:54:57Z		http://creativecommons.org/licenses/by-nc-nd/3.0/		ElsevierWaived	Copyright © 2014 Published by Elsevier Ltd.		227	235		9	5	3	0	0	Uploaded	28-Jun	
Florida	JL	S0269-7491(14)00309-1	10.1016/j.envpol.2014.07.017	fla	FULL-TEXT	S300	ENPO	S300.1	0269-7491	271833	S0269-7491(14)X0009-6	194				C	201411			2014-08-05		2016-11-02	24	2014-09-04T06:15:50	2015-05-14T06:15:00.695447-04:00							Published by Elsevier Ltd.		105	111		7	6	2	1	0	Uploaded	28-Jun	
Florida	JL	S0304-3959(14)00344-3	10.1016/j.pain.2014.07.025	fla	FULL-TEXT	S300	PAIN	S300.1	0304-3959	271050	S0304-3959(14)X0009-6	155		10			201410			2014-08-05		2015-11-03	12	2014-10-09T12:48:14	2015-05-14T06:54:30.336458-04:00							Copyright © 2014 International Association for the Study of Pain. Published by Elsevier B.V. All rights reserved.		2116	2123		8	3	2	0	1	Uploaded	28-Jun	
Florida	JL	S0304-3959(14)00344-3	10.1016/j.pain.2014.07.025	fla	FULL-TEXT	S300	PAIN	S300.1	0304-3959	271050	S0304-3959(14)X0009-6	155		10			201410			2014-08-05		2015-11-03	12	2014-10-09T12:48:14	2015-05-14T06:54:30.336458-04:00							Copyright © 2014 International Association for the Study of Pain. Published by Elsevier B.V. All rights reserved.		2116	2123		8	3	2	0	1	Duplicate Entry		
Florida	JL	S1053-0770(14)00116-5	10.1053/j.jvca.2014.03.018	rev	FULL-TEXT	S300	YJCAN	S300.2	1053-0770	272310	S1053-0770(13)X0011-4	28		4			201408			2014-08-05		2015-11-03	12	2015-05-14T20:59:04	2015-05-14T19:57:14.280956-04:00							Copyright © 2014 Published by Elsevier Inc.		1159	1163		5	0	0	0	0	Uploaded	5-Jul	
Florida	JL	S1053-0770(14)00116-5	10.1053/j.jvca.2014.03.018	rev	FULL-TEXT	S300	YJCAN	S300.2	1053-0770	272310	S1053-0770(13)X0011-4	28		4			201408			2014-08-05		2015-11-03	12	2015-05-14T20:59:04	2015-05-14T19:57:14.280956-04:00							Copyright © 2014 Published by Elsevier Inc.		1159	1163		5	0	0	0	0	Duplicate Entry		
Florida	JL	S1286-4579(14)00099-9	10.1016/j.micinf.2014.07.012	ssu	FULL-TEXT	S300	MICINF	S300.1	1286-4579	272114	S1286-4579(14)X0009-2	16		9			201409			2014-08-05		2015-11-03	12	2014-10-17T22:30:18	2015-05-15T05:28:56.81537-04:00							Copyright © 2014 Institut Pasteur. Published by Elsevier Masson SAS All rights reserved.		721	726		6	0	0	0	0	Uploaded	6-Jul	
Florida	JL	S0022-0302(14)00539-6	10.3168/jds.2013-7891	fla	FULL-TEXT	S300	JODS	S300.2	0022-0302	279785	S0022-0302(14)X0010-X	97		10			201410			2014-08-06		2015-11-04	12	2015-09-27T17:12:27	2015-09-27T14:54:37.156953-04:00							Copyright © 2014 American Dairy Science Association. Published by Elsevier Inc. All rights reserved.		6426	6439		14	6	9	0	0	Out of Scope: 8/22	"Error 1 (Only contain dummy-file.pdf)

http://vtw.elsevier.com/asset/pii/S0022030214005396?ver=48a9889353b7446f212c037447e08554"	
Florida	JL	S1877-959X(14)00151-4	10.1016/j.ttbdis.2014.06.006	fla	FULL-TEXT	S300	TTBDIS	S300.4	1877-959X	279954	S1877-959X(14)X0006-3	5		6			201410			2014-08-06		2015-11-04	12	2014-10-23T00:53:34	2015-05-15T07:23:13.064015-04:00							Copyright © 2014 Elsevier GmbH. All rights reserved.		841	847		7	4	2	0	0	Uploaded	28-Jun	
Florida	JL	S0003-9993(14)00931-9	10.1016/j.apmr.2014.07.404	fla	FULL-TEXT	S300	YAPMR	S300.2	0003-9993	272381	S0003-9993(14)X0012-2	95		12			201412			2014-08-07		2015-11-05	12	2015-10-02T12:42:45	2015-10-03T23:13:36.627516-04:00							Copyright © 2014 American Congress of Rehabilitation Medicine. Published by Elsevier Inc. All rights reserved.		2350	2356		7	0	2	0	0	Uploaded	28-Jun	
Florida	JL	S0010-7824(14)00608-8	10.1016/j.contraception.2014.08.005	edi	FULL-TEXT	S300	CON	S300.1	0010-7824	271151	S0010-7824(14)X0010-7	90		5			201411			2014-08-07		2015-11-05	12	2014-09-24T13:30:56	2015-05-14T00:04:42.582604-04:00							Copyright © 2014 Elsevier Inc. All rights reserved.		466	467		2	0	0	0	0	Uploaded	28-Jun	
Florida	JL	S0022-5193(14)00445-7	10.1016/j.jtbi.2014.07.033	fla	FULL-TEXT	S300	YJTBI	S300.2	0022-5193	272314	S0022-5193(14)X0019-6	363				C	20141221			2014-08-07		2015-11-05	12	2015-11-30T13:17:00	2015-11-30T08:31:33.084587-05:00							Copyright © 2014 Elsevier Ltd. All rights reserved.		53	61		9	5	1	136	1	Uploaded	5-Jul	
Florida	JL	S0378-7796(14)00276-4	10.1016/j.epsr.2014.07.021	fla	FULL-TEXT	S300	EPSR	S300.1	0378-7796	271091	S0378-7796(14)X0010-6	118				C	201501			2014-08-07		2016-11-04	24	2014-11-05T05:00:37	2015-05-14T08:13:49.67509-04:00							Copyright © 2014 Elsevier B.V. All rights reserved.		3	7		5	7	0	7	0	Uploaded	11-Aug	
Florida	JL	S0743-7315(14)00127-0	10.1016/j.jpdc.2014.07.005	fla	FULL-TEXT	S300	YJPDC	S300.1	0743-7315	272438	S0743-7315(14)X0010-9	74		11			201411			2014-08-07		2016-11-04	24	2014-09-19T16:46:13	2015-05-15T02:10:11.084984-04:00							Published by Elsevier Inc.		3087	3097		11	19	0	170	0	Uploaded	5-Jul	
Florida	JL	S1566-0702(14)00114-3	10.1016/j.autneu.2014.07.011	fla	FULL-TEXT	S300	AUTNEU	S300.1	1566-0702	272142	S1566-0702(14)X0006-8	185				C	201410			2014-08-07		2015-11-05	12	2014-09-10T16:47:42	2015-05-15T06:40:15.299959-04:00							Copyright © 2014 Elsevier B.V. All rights reserved.		83	92		10	7	1	0	0	Uploaded	6-Jul	
Florida	JL	S0740-0020(14)00188-9	10.1016/j.fm.2014.07.014	fla	FULL-TEXT	S300	YFMIC	S300.2	0740-0020	272348	S0740-0020(14)X0006-7	46				C	201504			2014-08-08		2015-11-06	12	2016-03-18T13:03:09	2016-03-18T11:32:06.743365-04:00							Copyright © 2014 Elsevier Ltd. All rights reserved.		139	144		6	6	2	4	0	Uploaded	15-Jul	
Florida	JL	S1055-7903(14)00263-2	10.1016/j.ympev.2014.07.020	fla	FULL-TEXT	S300	YMPEV	S300.1	1055-7903	272322	S1055-7903(14)X0010-2	80				C	201411			2014-08-08		2015-11-06	12	2014-10-10T12:45:41	2015-05-15T04:50:19.967271-04:00							Copyright © 2014 Elsevier Inc. All rights reserved.		169	185		17	10	5	0	2	Uploaded	5-Jul	
Florida	JL	S1077-7229(14)00100-X	10.1016/j.cbpra.2014.07.003	fla	FULL-TEXT	S300	CBPRA	S300.1	1077-7229	273506	S1077-7229(15)X0003-4	22		3			201508			2014-08-08	2015-06-12	2017-06-11	24	2015-06-11T23:13:03	2015-06-11T23:18:34.639486-04:00							Copyright © 2014 Published by Elsevier Ltd.		302	316		15	0	1	0	5	Uploaded	5-Jul	
Florida	JL	S0009-8981(14)00332-5	10.1016/j.cca.2014.07.036	fla	FULL-TEXT	S300	CCA	S300.2	0009-8981	271330	S0009-8981(14)X0009-4	438				C	20150101			2014-08-09		2015-11-07	12	2016-02-06T13:13:20	2016-02-06T08:24:29.871204-05:00							Copyright © 2014 Elsevier B.V. All rights reserved.		330	336		7	4	2	0	8	Uploaded	28-Jun	
Florida	JL	S0022-1910(14)00157-7	10.1016/j.jinsphys.2014.08.001	fla	FULL-TEXT	S300	IP	S300.2	0022-1910	271905	S0022-1910(14)X0010-7	70				C	201411			2014-08-09		2015-11-07	12	2014-12-24T08:48:48	2015-05-14T01:14:54.847059-04:00							Copyright © 2014 Elsevier Ltd. Published by Elsevier Ltd. All rights reserved.		143	150		8	7	4	0	0	Uploaded	5-Jul	
Florida	JL	S0022-1910(14)00157-7	10.1016/j.jinsphys.2014.08.001	fla	FULL-TEXT	S300	IP	S300.2	0022-1910	271905	S0022-1910(14)X0010-7	70				C	201411			2014-08-09		2015-11-07	12	2014-12-24T08:48:48	2015-05-14T01:14:54.847059-04:00							Copyright © 2014 Elsevier Ltd. Published by Elsevier Ltd. All rights reserved.		143	150		8	7	4	0	0	Duplicate Entry		
Florida	JL	S0165-0270(14)00270-2	10.1016/j.jneumeth.2014.07.019	rev	FULL-TEXT	S300	NSM	S300.1	0165-0270	271055	S0165-0270(15)X0004-5	244				C	20150415			2014-08-09		2016-05-07	18	2015-04-03T21:43:45	2015-05-14T04:32:04.626014-04:00	Full	2014-08-08T18:24:09Z		http://creativecommons.org/licenses/by-nc-nd/3.0/		Author	Copyright © 2014 The Authors. Published by Elsevier B.V.		52	67		16	5	0	0	0	Uploaded	5-Jul	
Florida	JL	S0301-4797(14)00341-7	10.1016/j.jenvman.2014.07.009	fla	FULL-TEXT	S300	YJEMA	S300.1	0301-4797	272592	S0301-4797(14)X0013-7	145				C	20141201			2014-08-09		2016-11-06	24	2014-08-20T12:17:27	2015-05-14T06:38:31.028735-04:00							Copyright © 2014 Elsevier Ltd. All rights reserved.		357	367		11	0	7	1	0	Uploaded	1-Jul	
Florida	JL	S0301-4797(14)00342-9	10.1016/j.jenvman.2014.07.010	fla	FULL-TEXT	S300	YJEMA	S300.1	0301-4797	272592	S0301-4797(14)X0013-7	145				C	20141201			2014-08-09		2016-11-06	24	2014-08-20T12:17:27	2015-05-14T06:38:31.028735-04:00							Copyright © 2014 Elsevier Ltd. All rights reserved.		349	356		8	1	3	0	0	Uploaded	5-Jul	
Florida	JL	S0959-4388(14)00160-3	10.1016/j.conb.2014.07.023	rev	FULL-TEXT	S300	CONEUR	S300.1	0959-4388	272014	S0959-4388(14)X0006-1	31				C	201504			2014-08-09		2015-11-07	12	2015-03-21T18:35:23	2015-05-15T03:52:01.32555-04:00							Copyright © 2014 Elsevier Ltd. Published by Elsevier Ltd. All rights reserved.		13	17		5	1	0	0	0	Uploaded	5-Jul	
Florida	JL	S1385-8947(14)01018-3	10.1016/j.cej.2014.07.114	fla	FULL-TEXT	S300	CEJ	S300.1	1385-8947	271942	S1385-8947(14)X0019-7	259				C	20150101			2014-08-09		2016-11-06	24	2014-12-12T16:51:14	2015-05-15T06:01:36.566824-04:00							Copyright © 2014 Elsevier B.V. All rights reserved.		257	265		9	10	6	19	1	Uploaded	6-Jul	
Qatar	JL	S0011-9164(14)00408-1	10.1016/j.desal.2014.07.027	fla	FULL-TEXT	S300	DES	S300.1	0011-9164	271370	S0011-9164(14)X0017-2	351				C	20141015			2014-08-10		2016-11-07	24	2014-08-27T10:36:34	2015-05-14T00:10:19.713362-04:00							Copyright © 2014 Elsevier B.V. All rights reserved.		101	108		8	13	8	0	0	Uploaded	5-Jul	
Florida	JL	S0263-7863(14)00125-2	10.1016/j.ijproman.2014.07.007	fla	FULL-TEXT	S300	JPMA	S300.1	0263-7863	271951	S0263-7863(15)X0002-0	33		3			201504			2014-08-10		2017-11-07	36	2015-02-12T00:48:04	2015-05-14T06:05:42.310755-04:00							Copyright © 2014 Elsevier Ltd and International Project Management Association. All rights reserved.		537	548		12	3	0	0	0	Uploaded	1-Jul	
Florida	JL	S0749-0704(14)00055-4	10.1016/j.ccc.2014.06.009	rev	FULL-TEXT	S300	CCC	S300.1	0749-0704	273316	S0749-0704(14)X0004-7	30		4			201410		978-0-323-32603-2	2014-08-10		2015-11-08	12	2014-09-23T00:55:08	2015-05-15T02:11:48.180049-04:00							Copyright © 2014 Elsevier Inc. All rights reserved.		795	811		17	0	4	0	0	Uploaded	6-Jul	
Florida	JL	S0891-5245(14)00204-1	10.1016/j.pedhc.2014.06.004	sco	FULL-TEXT	S300	YMPH	S300.2	0891-5245	272641	S0891-5245(14)X0009-X	29		3			201505	201506		2014-08-10		2015-11-08	12	2015-04-23T04:50:14	2015-05-15T02:30:59.389816-04:00							"Copyright © 2015 National Association of Pediatric Nurse Practitioners. Published by Mosby, Inc. All rights reserved."		289	293		5	2	0	0	0	Uploaded	28-Jun	
Florida	JL	S1617-1381(14)00081-8	10.1016/j.jnc.2014.07.002	fla	FULL-TEXT	S300	JNC	S300.2	1617-1381	273182	S1617-1381(15)X0002-1	23				C	201502			2014-08-11		2016-11-08	24	2015-10-01T06:15:11	2015-10-01T04:21:55.845055-04:00							Copyright © 2014 Elsevier GmbH. Published by Elsevier GmbH All rights reserved.		61	72		12	7	3	0	0	Uploaded	1-Jul	
Florida	JL	S0022-3115(14)00510-8	10.1016/j.jnucmat.2014.07.071	fla	FULL-TEXT	S300	NUMA	S300.1	0022-3115	271598	S0022-3115(14)X0010-3	454		1	3		201411			2014-08-12		2016-11-09	24	2014-10-10T08:46:03	2015-05-14T01:25:24.168918-04:00							Copyright © 2014 Elsevier B.V. Published by Elsevier B.V. All rights reserved.		130	135		6	10	1	3	0	Uploaded	28-Jun	
Florida	JL	S0025-3227(14)00217-5	10.1016/j.margeo.2014.07.009	fla	FULL-TEXT	S300	MARGO	S300.1	0025-3227	271781	S0025-3227(14)X0011-3	357				C	20141101			2014-08-12		2016-11-09	24	2014-11-19T04:22:11	2015-05-14T01:59:36.211776-04:00							Crown copyright © 2014 Published by Elsevier B.V. All rights reserved.		195	209		15	9	3	7	2	Uploaded	28-Jun	
Florida	JL	S0031-0182(14)00388-5	10.1016/j.palaeo.2014.07.033	fla	FULL-TEXT	S300	PALAEO	S300.1	0031-0182	271771	S0031-0182(14)X0018-0	412				C	20141015			2014-08-12		2016-11-09	24	2014-09-08T10:12:50	2015-05-15T01:07:46.978051-04:00							Copyright © 2014 Elsevier B.V. All rights reserved.		141	147		7	4	1	0	0	Uploaded	28-Jun	
Florida	JL	S0165-1781(14)00696-9	10.1016/j.psychres.2014.08.002	fla	FULL-TEXT	S300	PSY	S300.2	0165-1781	271134	S0165-1781(14)X0014-4	220		1	2		20141215			2014-08-12		2015-11-10	12	2014-10-30T07:42:23	2015-05-14T04:32:04.685121-04:00							Copyright © 2014 Elsevier Ireland Ltd. All rights reserved.		433	440		8	0	6	0	0	Uploaded	28-Jun	
Florida	JL	S0165-1781(14)00696-9	10.1016/j.psychres.2014.08.002	fla	FULL-TEXT	S300	PSY	S300.2	0165-1781	271134	S0165-1781(14)X0014-4	220		1	2		20141215			2014-08-12		2015-11-10	12	2014-10-30T07:42:23	2015-05-14T04:32:04.685121-04:00							Copyright © 2014 Elsevier Ireland Ltd. All rights reserved.		433	440		8	0	6	0	0	Duplicate Entry		
Florida	JL	S0378-7788(14)00643-4	10.1016/j.enbuild.2014.08.002	fla	FULL-TEXT	S300	ENB	S300.1	0378-7788	271089	S0378-7788(14)X0015-0	85				C	201412			2014-08-12		2016-11-09	24	2014-12-05T23:47:01	2015-05-14T08:13:49.995504-04:00							Copyright © 2014 Elsevier B.V. All rights reserved.		287	292		6	0	2	0	0	Uploaded	28-Jun	
