ItemPII	GreenOA EmbargoDate	ItemOnline	ItemVorOnline	EmbargoPeriod
S1388-2457(15)01088-3	2017-01-19	2015-11-22	2016-01-20	12
S1389-1286(09)00385-5	2012-04-03	2010-01-04		24
S1389-1286(11)00154-X	2013-09-09	2011-06-12		24
S1389-1286(11)00177-0	2013-08-24	2011-05-27		24
S1389-1286(11)00305-7	2013-11-22	2011-08-25		24
S1389-1286(13)00112-6	2015-07-19	2013-04-20		24
S1389-1286(14)00082-6	2016-05-22	2014-02-22		24
S1389-1286(14)00311-9	2016-12-14	2014-09-16		24
S1389-1286(14)00465-4	2017-04-06	2015-01-07		24
S1389-1286(15)00090-0	2017-06-09	2015-03-10	2015-06-10	24
S1389-1286(15)00202-9	2017-07-23	2015-07-03	2015-07-24	24
S1389-1286(15)00273-X	2017-09-18	2015-09-01	2015-09-19	24
S1389-9341(10)00124-3	2012-12-21	2010-09-23		24
S1389-9341(11)00002-5	2013-05-01	2011-02-01		24
S1389-9341(11)00044-X	2013-08-12	2011-05-15		24
S1389-9341(12)00153-0	2014-11-13	2012-08-15		24
S1389-9341(12)00201-8	2015-01-02	2012-10-04		24
S1389-9341(15)30075-7	2017-12-23	2015-12-24	2015-12-24	24
S1389-9341(16)30027-2	2018-03-19	2016-03-19	2016-03-19	24
S1389-9341(16)30040-5	2018-04-18	2016-04-18	2016-04-18	24
S1389-9457(10)00068-7	2011-06-09	2010-03-11		12
S1389-9457(10)00167-X	2011-10-29	2010-07-31		12
S1389-9457(11)00057-8	2012-06-02	2011-03-05		12
S1389-9457(11)00345-5	2013-03-13	2011-12-14		12
S1389-9457(13)00133-0	2014-08-14	2013-05-16		12
S1389-9457(15)02080-8	2017-02-22	2016-01-06	2016-02-23	12
S1389-9457(15)02082-1	2017-02-22	2015-12-29	2016-02-23	12
S1433-8319(14)00101-2	2017-02-07	2014-11-10		24
S1434-4610(14)00044-3	2015-07-27	2014-04-28		12
S1434-8411(12)00049-0	2014-07-02	2012-04-03		24
S1434-8411(13)00129-5	2015-08-19	2013-05-21		24
S1434-8411(15)00287-3	2018-01-04	2015-11-10	2016-01-05	24
S1438-4221(10)00032-9	2011-08-05	2010-05-07		12
S1438-4221(14)00055-1	2015-08-13	2014-05-15		12
S1439-1791(15)00042-0	2017-06-16	2015-03-19		24
S1439-1791(15)00081-X	2017-10-21	2015-05-19	2015-10-22	24
S1440-2440(13)00130-8	2015-09-11	2013-06-13		24
S1441-3523(09)00050-3	2011-09-01	2009-06-03		24
S1441-3523(09)00075-8	2011-12-10	2009-09-11		24
S1441-3523(10)00012-4	2012-06-22	2010-03-25		24
S1441-3523(10)00030-6	2012-07-19	2010-04-21		24
S1441-3523(10)00032-X	2012-07-22	2010-04-24		24
S1441-3523(10)00053-7	2013-01-02	2010-10-05		24
S1441-3523(10)00071-9	2013-02-13	2010-11-16		24
S1441-3523(10)00077-X	2013-03-29	2010-12-30		24
S1441-3523(11)00024-6	2013-09-13	2011-06-16		24
S1441-3523(11)00043-X	2013-10-13	2011-07-16		24
S1441-3523(11)00059-3	2014-01-19	2011-10-22		24
S1441-3523(11)00068-4	2013-12-21	2011-09-23		24
S1441-3523(12)00134-9	2015-04-08	2013-01-08		24
S1441-3523(13)00029-6	2015-09-11	2013-06-13		24
S1441-3523(13)00088-0	2016-03-10	2013-12-11		24
S1441-3523(14)00095-3	2017-08-11	2014-12-17	2015-08-12	24
S1441-3582(11)00019-X	2014-07-19	2011-04-21		36
S1462-9011(10)00027-4	2012-07-11	2010-04-13		24
S1462-9011(11)00151-1	2014-02-09	2011-11-12		24
S1462-9011(15)00097-0	2017-05-22	2015-05-23	2015-05-23	24
S1462-9011(16)30039-9	2018-03-11	2016-03-11	2016-03-11	24
S1463-5003(10)00143-5	2012-12-27	2010-09-29		24
S1463-5003(12)00035-2	2014-06-12	2012-03-14		24
S1463-5003(12)00166-7	2015-02-23	2012-11-25		24
S1463-5003(14)00134-6	2016-12-14	2014-09-16		24
S1463-5003(16)00003-2	2018-02-05	2016-01-15	2016-02-06	24
S1464-343X(13)00032-0	2015-05-29	2013-02-28		24
S1465-3249(13)00387-3	2014-07-05	2013-04-06		12
S1465-3249(13)00497-0	2014-10-02	2013-07-04		12
S1465-3249(13)00640-3	2015-02-11	2013-11-13		12
S1465-3249(14)00563-5	2015-09-24	2014-06-26		12
S1465-3249(16)00004-9	2017-02-04	2016-02-05	2016-02-05	12
S1466-853X(14)00007-8	2015-05-22	2014-02-21		12
S1466-8564(10)00068-8	2011-09-29	2010-07-01		12
S1467-0895(13)00036-5	2016-11-16	2013-08-19		36
S1467-0895(16)30005-7	2019-02-03	2016-02-04	2016-02-04	36
S1468-1218(10)00334-2	2013-04-07	2011-01-08		24
S1469-0292(10)00009-9	2012-05-13	2010-02-13		24
S1469-0292(11)00103-8	2013-11-14	2011-08-17		24
S1470-160X(10)00010-5	2012-05-11	2010-02-11		24
S1470-160X(10)00177-9	2013-02-11	2010-11-14		24
S1470-160X(10)00214-1	2013-04-12	2011-01-13		24
S1470-160X(11)00308-6	2014-01-23	2011-10-26		24
S1470-160X(12)00210-5	2014-09-12	2012-06-14		24
S1470-160X(12)00356-1	2015-02-19	2012-11-21		24
S1470-160X(13)00185-4	2015-08-16	2013-05-18		24
S1470-160X(13)00397-X	2016-02-10	2013-11-12		24
S1470-160X(14)00101-0	2016-07-27	2014-04-29		24
S1470-160X(14)00102-2	2016-07-22	2014-04-24		24
S1470-160X(14)00126-5	2016-08-12	2014-05-15		24
S1470-160X(14)00304-5	2016-10-23	2014-07-26		24
S1470-160X(14)00478-6	2017-02-04	2014-11-07		24
S1470-160X(15)00014-X	2017-04-26	2015-01-27		24
S1470-160X(15)00149-1	2017-07-05	2015-04-07		24
S1470-160X(15)00381-7	2017-08-03	2015-08-04	2015-08-04	24
S1470-160X(15)00478-1	2017-09-24	2015-09-25	2015-09-25	24
S1470-160X(15)00486-0	2017-09-24	2015-09-25	2015-09-25	24
S1470-160X(16)30107-8	2018-04-25	2016-04-25	2016-04-25	24
S1470-2045(11)70009-2	2011-10-27	2011-01-28		6
S1470-2045(12)70274-7	2013-05-13	2012-08-14		6
S1470-2045(12)70482-5	2013-12-31	2013-04-03		6
S1470-2045(15)00369-1	2016-05-30	2015-10-28	2015-11-30	6
S1470-2045(16)30054-7	2016-10-26	2016-04-27	2016-04-27	6
S1471-0153(09)00083-X	2011-11-13	2009-08-15		24
S1471-0153(09)00108-1	2011-12-26	2009-09-27		24
S1471-0153(11)00041-9	2013-07-18	2011-04-20		24
S1471-0153(15)30007-6	2017-11-04	2015-09-24	2015-11-05	24
S1471-0153(15)30024-6	2017-12-29	2015-11-12	2015-12-30	24
S1471-0153(16)30010-1	2018-01-27	2016-01-21	2016-01-28	24
S1471-0153(16)30023-X	2018-03-11	2016-03-02	2016-03-11	24
S1471-0153(16)30044-7	2018-04-15	2016-04-06	2016-04-15	24
S1471-4892(10)00179-7	2012-04-04	2011-01-05		12
S1471-4892(11)00075-0	2012-09-28	2011-07-01		12
S1471-4892(13)00012-X	2014-05-10	2013-02-09		12
S1471-4892(15)00005-3	2016-05-09	2015-02-09		12
S1471-4892(16)30001-7	2017-02-09	2016-02-10	2016-02-10	12
S1471-4906(15)00276-8	2016-12-30	2015-12-11	2015-12-31	12
S1471-4914(12)00052-4	2013-07-30	2012-05-01		12
S1471-4914(12)00189-X	2014-01-31	2012-11-02		12
S1471-4914(13)00148-2	2014-12-15	2013-09-16		12
S1471-4914(14)00064-1	2015-08-12	2014-05-14		12
S1471-4914(14)00217-2	2016-03-18	2014-12-19		12
S1471-4914(15)00099-4	2016-06-29	2015-06-09	2015-06-30	12
S1471-4922(12)00213-9	2014-05-01	2013-01-31		12
S1471-4922(14)00071-3	2015-08-03	2014-05-05		12
S1472-9792(11)00212-5	2013-02-22	2011-11-25		12
S1472-9792(14)20617-2	2016-03-17	2014-12-18		12
S1473-0502(14)00135-9	2015-10-22	2014-07-24		12
S1473-3099(10)70080-3	2011-02-20	2010-05-24		6
S1473-3099(10)70133-X	2011-04-07	2010-07-09		6
S1473-3099(12)70046-4	2012-12-23	2012-03-26		6
S1473-3099(13)70033-1	2013-12-12	2013-03-15		6
S1473-3099(14)70036-2	2015-01-21	2014-04-24		6
S1473-3099(14)70729-7	2015-01-17	2014-04-20		6
S1473-3099(14)70827-8	2015-05-31	2014-09-01		6
S1473-3099(14)70831-X	2015-05-31	2014-09-01		6
S1473-3099(14)70840-0	2015-05-31	2014-09-01		6
S1473-3099(14)71074-6	2015-10-06	2015-01-07		6
S1473-3099(15)00139-5	2016-02-26	2015-08-28	2015-08-28	6
S1473-3099(15)00177-2	2016-05-16	2015-10-06	2015-11-16	6
S1473-3099(15)00303-5	2016-03-20	2015-09-20	2015-09-20	6
S1473-3099(15)70139-8	2015-11-15	2015-04-14	2015-05-17	6
S1474-0346(15)00036-1	2017-08-23	2015-04-16	2015-08-24	24
S1474-4422(09)70331-X	2010-08-30	2009-12-01		6
S1474-4422(10)70114-9	2011-02-03	2010-05-07		6
S1474-4422(11)70148-X	2012-04-03	2011-07-06		6
S1474-4422(11)70308-8	2012-10-08	2012-01-10		6
S1474-4422(12)70263-6	2013-07-31	2012-11-01		6
S1474-4422(15)00320-8	2016-06-07	2015-11-06	2015-12-08	6
S1476-5586(14)00091-8	2014-12-09	2014-09-10		0
S1476-9271(10)00111-8	2013-03-22	2010-12-23		24
S1476-945X(11)00064-X	2013-12-05	2011-09-07		24
S1476-945X(12)00024-4	2014-07-10	2012-04-11		24
S1476-945X(14)00071-3	2016-11-14	2014-08-17		24
S1477-5131(09)00455-0	2011-01-25	2009-10-27		12
S1477-5131(14)00325-8	2016-05-07	2015-02-07		12
S1499-2671(15)30016-2	2017-07-05	2016-04-06		12
S1499-4046(12)00406-X	2014-02-03	2012-11-05		12
S1499-4046(13)00004-3	2014-06-05	2013-03-07		12
S1499-4046(13)00713-6	2015-04-20	2014-01-20		12
S1499-4046(13)00714-8	2015-04-20	2014-01-20		12
S1499-4046(14)00637-X	2016-02-05	2014-11-07		12
S1521-6616(10)00039-2	2011-06-10	2010-03-12		12
S1521-6616(11)00158-6	2012-08-05	2011-05-08		12
S1521-6616(13)00237-4	2015-02-03	2013-11-05		12
S1521-6616(14)00130-2	2015-08-15	2014-05-17		12
S1521-6616(14)00154-5	2015-09-22	2014-06-24		12
S1521-6616(15)00125-4	2016-06-29	2015-04-01		12
S1521-6616(15)00126-6	2016-08-27	2015-04-02	2015-08-28	12
S1521-6896(15)00101-9	2017-03-29	2015-11-26	2016-03-29	12
S1521-6918(10)00041-7	2011-08-25	2010-05-27		12
S1521-6926(12)00091-6	2014-01-20	2012-10-22		12
S1521-6942(11)00003-9	2013-02-12	2011-11-15		12
S1524-0703(11)00021-X	2013-10-04	2011-07-07		24
S1524-0703(12)00037-9	2014-09-10	2012-06-12		24
S1524-0703(12)00042-2	2014-11-15	2012-08-17		24
S1524-0703(14)00054-X	2017-02-15	2014-11-18		24
S1524-0703(15)00025-9	2017-12-01	2015-06-26	2015-12-02	24
S1524-9042(09)00123-4	2011-03-02	2009-12-02		12
S1524-9042(15)00107-1	2016-12-13	2015-10-30	2015-12-14	12
S1525-5050(10)00583-4	2011-12-27	2010-09-28		12
S1525-5050(10)00639-6	2012-01-26	2010-10-28		12
S1525-5050(10)00663-3	2012-03-02	2010-12-03		12
S1525-5050(11)00177-6	2012-09-09	2011-06-12		12
S1525-5050(11)00441-0	2012-12-07	2011-09-09		12
S1525-5050(11)00508-7	2013-02-08	2011-11-11		12
S1525-5050(11)00639-1	2013-04-08	2012-01-09		12
S1525-5050(12)00012-1	2013-05-16	2012-02-16		12
S1525-5050(12)00066-2	2013-06-06	2012-03-08		12
S1525-5050(12)00328-9	2013-08-28	2012-05-30		12
S1525-5050(12)00537-9	2014-01-22	2012-10-24		12
S1525-5050(13)00048-6	2014-06-15	2013-03-17		12
S1525-5050(13)00191-1	2014-08-16	2013-05-18		12
S1525-5050(13)00322-3	2014-11-07	2013-08-09		12
S1525-5050(13)00417-4	2014-12-10	2013-09-11		12
S1525-5050(14)00127-9	2015-08-01	2014-05-03		12
S1525-5050(14)00445-4	2016-01-01	2014-10-03		12
S1525-5050(14)00446-6	2016-01-24	2014-10-26		12
S1525-5050(14)00548-4	2016-01-30	2014-11-01		12
S1525-5050(15)00316-9	2016-06-16	2015-06-17	2015-06-17	12
S1525-5050(16)00134-7	2017-04-30	2016-04-30	2016-04-30	12
S1525-5050(16)00152-9	2017-04-18	2016-04-18	2016-04-18	12
S1525-7304(11)00299-3	2013-04-18	2012-01-19		12
S1525-8610(09)00347-8	2011-02-22	2009-11-24		12
S1525-8610(09)00543-X	2011-07-02	2010-04-03		12
S1525-8610(11)00393-8	2013-04-07	2012-01-08		12
S1525-8610(13)00253-3	2014-09-04	2013-06-06		12
S1525-8610(14)00334-X	2015-09-23	2014-06-25		12
S1525-8610(15)00224-8	2016-07-25	2015-04-11	2015-07-26	12
S1525-8610(16)00062-1	2017-04-22	2016-03-09	2016-04-22	12
S1526-5900(09)00611-7	2010-12-25	2009-09-26		12
S1526-5900(09)00638-5	2011-01-20	2009-10-22		12
S1526-5900(09)00718-4	2011-03-16	2009-12-16		12
S1526-5900(09)00720-2	2011-03-16	2009-12-16		12
S1526-5900(10)00358-5	2011-08-11	2010-05-13		12
S1526-5900(10)00395-0	2011-08-19	2010-05-21		12
S1526-5900(10)00426-8	2011-08-05	2010-05-07		12
S1526-5900(10)00554-7	2011-10-07	2010-07-09		12
S1526-5900(10)00556-0	2011-11-05	2010-08-07		12
S1526-5900(10)00638-3	2012-03-12	2010-12-13		12
S1526-5900(10)00759-5	2012-03-12	2010-12-13		12
S1526-5900(11)00448-2	2012-10-30	2011-08-02		12
S1526-5900(11)00718-8	2013-02-04	2011-11-07		12
S1526-5900(11)00719-X	2013-02-04	2011-11-07		12
S1526-5900(11)00738-3	2013-02-04	2011-11-07		12
S1526-5900(11)00739-5	2013-02-04	2011-11-07		12
S1526-5900(11)00744-9	2013-02-04	2011-11-07		12
S1526-5900(11)00860-1	2013-03-28	2011-12-29		12
S1526-5900(11)00873-X	2013-04-04	2012-01-05		12
S1526-5900(11)00956-4	2013-06-01	2012-03-03		12
S1526-5900(12)00003-X	2013-06-13	2012-03-15		12
S1526-5900(12)00018-1	2013-07-01	2012-04-02		12
S1526-5900(12)00602-5	2013-09-24	2012-06-26		12
S1526-5900(12)00686-4	2013-12-04	2012-09-05		12
S1526-5900(12)00689-X	2013-10-29	2012-07-31		12
S1526-5900(12)00828-0	2014-02-22	2012-11-24		12
S1526-5900(12)00833-4	2014-02-22	2012-11-24		12
S1526-5900(12)00862-0	2014-03-04	2012-12-04		12
S1526-5900(13)00002-3	2014-05-27	2013-02-26		12
S1526-5900(13)00963-2	2014-09-01	2013-06-03		12
S1526-5900(13)01134-6	2014-12-18	2013-09-19		12
S1526-5900(13)01264-9	2015-01-03	2013-10-05		12
S1526-5900(13)01300-X	2015-01-24	2013-10-26		12
S1526-5900(13)01363-1	2015-02-12	2013-11-14		12
S1526-5900(14)00022-4	2015-04-09	2014-01-09		12
S1526-5900(14)00794-9	2015-10-01	2014-07-03		12
S1526-5900(14)00913-4	2016-01-27	2014-10-29		12
S1526-5900(14)00975-4	2016-01-20	2014-10-22		12
S1526-5900(15)00533-7	2016-05-20	2015-02-20		12
S1526-5900(15)00541-6	2016-05-25	2015-02-25		12
S1526-5900(15)00604-5	2016-06-25	2015-04-02	2015-06-26	12
S1526-5900(15)00664-1	2016-07-28	2015-05-19	2015-07-29	12
S1526-5900(15)00678-1	2016-07-28	2015-05-26	2015-07-29	12
S1526-5900(15)00843-3	2016-11-26	2015-09-03	2015-11-27	12
S1526-5900(15)00906-2	2016-12-22	2015-10-23	2015-12-23	12
S1526-5900(15)00942-6	2017-01-28	2015-11-19	2016-01-29	12
S1526-5900(15)00946-3	2017-02-26	2016-02-02	2016-02-27	12
S1526-5900(16)00521-6	2017-05-21	2016-02-21		12
S1526-6125(10)00046-0	2013-01-11	2010-10-14		24
S1526-6125(15)00068-7	2017-12-04	2015-10-01	2015-12-05	24
S1526-8209(13)00242-5	2015-01-23	2013-10-25		12
S1526-8209(14)00194-3	2015-12-21	2014-09-22		12
S1527-3369(11)00189-9	2013-05-16	2012-02-16		12
S1527-3369(11)00193-0	2013-05-16	2012-02-16		12
S1529-9430(11)00180-X	2012-07-01	2011-04-03		12
S1529-9430(11)01397-0	2013-03-28	2011-12-29		12
S1529-9430(13)00026-0	2014-05-05	2013-02-04		12
S1529-9430(13)00302-1	2014-07-18	2013-04-19		12
S1529-9430(13)00747-X	2016-05-19	2013-10-10	2015-05-20	12
S1529-9430(13)01202-3	2015-01-21	2013-10-23		12
S1529-9430(14)00103-X	2015-04-23	2014-01-23		12
S1529-9430(14)00236-8	2015-06-10	2014-03-12		12
S1529-9430(15)00556-2	2016-09-26	2015-06-09	2015-09-27	12
S1532-0456(12)00138-X	2014-02-20	2012-11-22		12
S1532-0456(14)00015-5	2015-05-25	2014-02-24		12
S1532-0464(09)00136-1	2011-01-12	2009-10-14		12
S1532-0464(09)00151-8	2011-02-16	2009-11-18		12
S1532-0464(15)00146-X	2016-07-29	2015-07-13	2015-07-30	12
S1532-3382(10)00232-0	2012-06-14	2011-03-17		12
S1532-3382(13)00139-5	2015-01-09	2013-10-11		12
S1532-3382(14)00064-5	2015-06-25	2014-03-27		12
S1532-3382(15)00034-2	2016-05-15	2015-03-28	2015-05-16	12
S1532-3382(15)00043-3	2016-05-15	2015-03-28	2015-05-16	12
S1534-5807(10)00388-6	2011-12-13	2010-09-14		12
S1534-5807(13)00735-1	2015-04-27	2014-01-27		12
S1534-5807(15)00285-3	2016-06-07	2015-05-28	2015-06-08	12
S1535-6108(12)00254-1	2013-11-11	2012-08-13		12
S1535-6108(12)00485-0	2014-03-10	2012-12-10		12
S1535-6108(13)00032-9	2014-05-12	2013-02-11		12
S1535-6108(14)00393-6	2016-02-08	2014-11-10		12
S1535-6108(15)00018-5	2016-05-09	2015-02-09		12
S1537-1891(15)00200-1	2016-11-20	2015-08-22	2015-11-21	12
S1537-1891(15)30100-2	2017-05-20	2016-02-20		12
S1537-5110(10)00090-5	2012-09-06	2010-06-09		24
S1537-5110(11)00157-7	2013-12-27	2011-09-29		24
S1537-5110(12)00100-6	2014-09-28	2012-06-30		24
S1537-5110(12)00103-1	2014-10-17	2012-07-19		24
S1537-5110(12)00107-9	2014-10-28	2012-07-30		24
S1537-5110(12)00161-4	2015-01-29	2012-10-31		24
S1537-5110(13)00114-1	2016-03-20	2013-12-21		24
S1537-5110(13)00171-2	2016-02-13	2013-11-15		24
S1537-5110(14)00205-0	2017-03-17	2014-12-18		24
S1537-5110(15)00019-7	2017-05-27	2015-02-27		24
S1538-4721(13)00299-7	2014-11-20	2013-08-22		12
S1538-5442(12)00114-9	2014-01-04	2012-10-06		12
S1538-5442(14)00125-4	2016-05-23	2015-02-23		12
S1538-5442(15)00030-9	2016-05-28	2015-05-29	2015-05-29	12
S1541-4612(11)00015-2	2013-01-31	2011-11-03		12
S1542-3565(10)00383-6	2011-07-23	2010-04-24		12
S1542-3565(10)00453-2	2011-08-29	2010-05-31		12
S1542-3565(11)00461-7	2012-08-10	2011-05-13		12
S1542-3565(11)01389-9	2013-03-22	2011-12-23		12
S1542-3565(11)01391-7	2013-03-27	2011-12-28		12
S1542-3565(12)00114-0	2013-04-27	2012-01-28		12
S1542-3565(12)00833-6	2013-10-21	2012-07-23		12
S1542-3565(12)01408-5	2014-02-25	2012-11-27		12
S1542-3565(13)00177-8	2014-06-17	2013-03-19		12
S1542-3565(13)01036-7	2014-10-16	2013-07-18		12
S1542-3565(13)01838-7	2015-03-06	2013-12-06		12
S1542-3565(14)00526-6	2015-07-11	2014-04-12		12
S1542-3565(14)01506-7	2016-01-22	2014-10-24		12
S1542-3565(14)01621-8	2016-06-16	2014-11-14	2015-06-17	12
S1542-3565(14)01707-8	2016-02-19	2014-11-21		12
S1542-3565(14)01823-0	2016-03-17	2014-12-18		12
S1542-3565(15)00105-6	2016-05-19	2015-01-28	2015-05-20	12
S1542-3565(15)00166-4	2016-09-15	2015-02-24	2015-09-16	12
S1542-3565(15)00240-2	2016-05-19	2015-02-28	2015-05-20	12
S1546-0843(12)00155-1	2014-03-01	2012-12-01		12
S1546-1440(09)00550-X	2011-06-01	2010-03-03		12
S1546-1440(10)00059-1	2011-09-29	2010-07-01		12
S1546-1440(10)00068-2	2011-09-29	2010-07-01		12
S1546-1440(10)00069-4	2011-08-30	2010-06-01		12
S1546-1440(10)00092-X	2011-08-30	2010-06-01		12
S1546-1440(10)00263-2	2012-06-28	2011-03-31		12
S1546-1440(11)00272-9	2012-10-27	2011-07-30		12
S1546-1440(11)00356-5	2012-12-29	2011-10-01		12
S1546-1440(12)00094-4	2013-07-29	2012-04-30		12
S1546-1440(12)00416-4	2014-01-29	2012-10-31		12
S1546-1440(12)00440-1	2014-01-29	2012-10-31		12
S1546-1440(12)00573-X	2014-03-22	2012-12-22		12
S1546-1440(12)00665-5	2014-05-01	2013-01-31		12
S1546-1440(13)00053-7	2014-07-24	2013-04-25		12
S1546-1440(14)00285-3	2015-10-29	2014-07-31		12
S1546-1440(14)00466-9	2015-12-28	2014-09-29		12
S1546-1440(15)00031-9	2016-06-26	2015-03-29		12
S1546-1440(15)00318-X	2016-11-01	2015-11-02	2015-11-02	12
S1546-1440(15)00405-6	2016-08-31	2015-09-01	2015-09-01	12
S1547-5271(10)01147-1	2012-01-31	2010-11-02		12
S1547-5271(11)01127-1	2012-12-20	2011-09-22		12
S1547-5271(12)00776-X	2013-10-23	2012-07-25		12
S1547-5271(12)01342-2	2014-02-21	2012-11-23		12
S1547-5271(15)00813-9	2016-09-23	2015-06-30	2015-09-24	12
S1548-5595(15)00157-3	2017-03-12	2016-03-12	2016-03-12	12
S1549-9634(12)00191-8	2013-08-23	2012-05-25		12
S1549-9634(13)00593-5	2015-02-17	2013-11-19		12
S1550-4131(14)00507-5	2016-03-01	2014-12-02		12
S1550-4131(15)00214-4	2016-07-06	2015-05-28	2015-07-07	12
S1550-4131(15)00223-5	2016-07-06	2015-06-11	2015-07-07	12
S1550-4131(15)00573-2	2016-11-30	2015-12-01	2015-12-01	12
S1550-7289(11)00599-5	2012-11-13	2011-08-16		12
S1550-7289(12)00006-8	2013-04-15	2012-01-16		12
S1550-7289(13)00116-0	2014-07-21	2013-04-22		12
S1550-7289(13)00151-2	2014-08-04	2013-05-06		12
S1550-7289(14)00054-9	2015-05-13	2014-02-12		12
S1550-7289(14)00152-X	2015-07-14	2014-04-15		12
S1550-7289(14)00154-3	2015-07-17	2014-04-18		12
S1550-7289(15)00098-2	2017-03-09	2015-04-08	2016-03-09	12
S1550-8579(12)00129-5	2013-10-18	2012-07-20		12
S1551-7136(09)00081-6	2011-02-24	2009-11-26		12
S1551-7144(10)00144-8	2011-11-09	2010-08-11		12
S1551-7144(11)00094-2	2012-07-15	2011-04-17		12
S1551-7144(11)00108-X	2012-08-14	2011-05-17		12
S1551-7144(11)00270-9	2013-02-08	2011-11-11		12
S1551-7144(12)00085-7	2013-06-27	2012-03-29		12
S1551-7144(12)00244-3	2014-02-21	2012-11-23		12
S1551-7144(13)00003-7	2014-04-06	2013-01-06		12
S1551-7144(13)00202-4	2015-03-26	2013-12-26		12
S1551-7144(14)00020-2	2015-04-30	2014-01-30		12
S1551-7144(15)30033-1	2016-06-25	2015-06-23	2015-06-26	12
S1551-7144(15)30035-5	2016-06-24	2015-06-23	2015-06-25	12
S1551-7144(15)30086-0	2016-11-08	2015-09-18	2015-11-09	12
S1551-7144(16)30020-9	2017-02-22	2016-02-16	2016-02-23	12
S1551-7411(11)00103-3	2013-02-28	2011-12-01		12
S1551-7411(12)00032-0	2013-07-30	2012-05-01		12
S1551-7411(12)00070-8	2013-10-23	2012-07-25		12
S1551-7411(12)00329-4	2014-03-04	2012-12-04		12
S1551-7411(13)00106-X	2014-10-24	2013-07-26		12
S1551-7411(13)00244-1	2015-02-18	2013-11-20		12
S1551-7411(14)00414-8	2016-11-06	2014-12-31	2015-11-07	12
S1553-4650(10)01124-6	2012-03-30	2010-12-31		12
S1553-4650(13)00278-1	2014-11-22	2013-08-24		12
S1553-4650(15)01732-X	2017-03-02	2016-01-08	2016-03-02	12
S1553-8389(15)00064-0	2016-06-01	2015-03-04		12
S1553-8389(15)00145-1	2016-07-31	2015-06-05	2015-08-01	12
S1553-8389(15)00202-X	2016-12-14	2015-08-15	2015-12-15	12
S1555-4155(11)00334-5	2013-04-07	2012-01-08		12
S1555-4155(11)00486-7	2013-05-06	2012-02-06		12
S1555-4155(11)00569-1	2013-05-06	2012-02-06		12
S1555-4155(12)00231-0	2013-12-04	2012-09-05		12
S1555-4155(12)00608-3	2014-05-09	2013-02-08		12
S1555-4155(13)00409-1	2015-02-10	2013-11-12		12
S1555-4155(14)00416-4	2016-02-06	2014-11-08		12
S1555-4155(14)00801-0	2016-05-05	2015-02-05		12
S1556-3707(12)00007-7	2013-06-03	2012-03-05		12
S1556-407X(10)00051-2	2011-11-18	2010-08-20		12
S1556-407X(10)00063-9	2011-11-18	2010-08-20		12
S1556-407X(11)00035-X	2012-11-27	2011-08-30		12
S1557-5063(10)00105-9	2012-01-20	2010-10-22		12
S1558-7673(15)00258-X	2016-12-23	2015-10-19	2015-12-24	12
S1558-7878(11)00156-0	2013-07-05	2012-04-06		12
S1558-7878(14)00126-9	2015-12-05	2014-09-06		12
S1558-7878(14)00223-8	2016-02-02	2014-11-04		12
S1566-0702(10)00056-1	2011-08-05	2010-05-07		12
S1566-0702(10)00275-4	2012-04-05	2011-01-06		12
S1566-0702(12)00176-2	2014-02-11	2012-11-13		12
S1566-0702(14)00114-3	2015-11-05	2014-08-07		12
S1566-1199(09)00278-X	2011-12-25	2009-09-26		24
S1566-1199(10)00059-5	2012-05-16	2010-02-16		24
S1566-1199(11)00004-8	2013-04-12	2011-01-13		24
S1566-1199(11)00110-8	2013-07-03	2011-04-05		24
S1566-1199(11)00367-3	2014-02-04	2011-11-07		24
S1566-1199(12)00059-6	2014-05-13	2012-02-13		24
S1566-1199(12)00235-2	2014-09-16	2012-06-18		24
S1566-1199(12)00247-9	2014-09-12	2012-06-14		24
S1566-1199(14)00081-0	2016-06-30	2014-04-02		24
S1566-1199(14)00287-0	2016-10-16	2014-07-19		24
S1566-1199(14)00297-3	2016-10-23	2014-07-26		24
S1566-1199(14)00375-9	2016-12-08	2014-09-10		24
S1566-1199(15)00033-6	2017-04-23	2015-01-24		24
S1566-2535(09)00087-6	2012-02-08	2009-11-10		24
S1566-7367(13)00462-7	2016-03-06	2013-12-07		24
S1567-133X(10)00090-6	2011-12-14	2010-09-15		12
S1567-1348(09)00265-2	2011-02-17	2009-11-19		12
S1567-1348(10)00297-2	2012-02-01	2010-11-03		12
S1567-1348(11)00015-3	2012-04-20	2011-01-21		12
S1567-1348(11)00022-0	2012-05-01	2011-02-01		12
S1567-1348(11)00031-1	2012-05-13	2011-02-13		12
S1567-1348(11)00091-8	2012-06-26	2011-03-29		12
S1567-1348(12)00168-2	2013-07-29	2012-04-30		12
S1567-1348(12)00289-4	2013-12-11	2012-09-12		12
S1567-1348(13)00138-X	2014-07-05	2013-04-06		12
S1567-1348(13)00189-5	2014-08-09	2013-05-11		12
S1567-1348(13)00386-9	2015-01-22	2013-10-24		12
S1567-1348(14)00016-1	2015-04-23	2014-01-23		12
S1567-1348(14)00120-8	2015-07-07	2014-04-08		12
S1567-1348(14)00178-6	2015-08-20	2014-05-22		12
S1567-1348(14)00430-4	2016-02-28	2014-11-30		12
S1567-1348(14)00441-9	2016-02-27	2014-11-29		12
