unit	doi	authors	pub_year	title	journal	volume	issue	pages	original_line
ABE	10.1021/acsami.7b02244	"""Xie, J. Z., Yang, Y. C., Gao, B., Wan, Y. S., Li, Y. C. C., Xu, J. and Zhao, Q. H."""	2017	"""Biomimetic Superhydrophobic Biobased Polyurethane-Coated Fertilizer with Atmosphere """"Outerwear"""""""	Acs Applied Materials & Interfaces	9	18	15868-15879	"""Xie, J. Z., Yang, Y. C., Gao, B., Wan, Y. S., Li, Y. C. C., Xu, J. and Zhao, Q. H.""|2017|""Biomimetic Superhydrophobic Biobased Polyurethane-Coated Fertilizer with Atmosphere """"Outerwear""""""|Acs Applied Materials & Interfaces|9|18|15868-15879|Journal Article||10.1021/acsami.7b02244|ABE|"
Trop_REC	10.1021/acsami.7b02244	"""Xie, J. Z., Yang, Y. C., Gao, B., Wan, Y. S., Li, Y. C. C., Xu, J. and Zhao, Q. H."""	2017	"""Biomimetic Superhydrophobic Biobased Polyurethane-Coated Fertilizer with Atmosphere """"Outerwear"""""""	Acs Applied Materials & Interfaces	9	18	15868-15879	"""Xie, J. Z., Yang, Y. C., Gao, B., Wan, Y. S., Li, Y. C. C., Xu, J. and Zhao, Q. H.""|2017|""Biomimetic Superhydrophobic Biobased Polyurethane-Coated Fertilizer with Atmosphere """"Outerwear""""""|Acs Applied Materials & Interfaces|9|18|15868-15879|Journal Article||10.1021/acsami.7b02244|Trop_REC|"
IndianRiv_REC	10.1111/ejss.12461	"""Xin, X. P., Wright, A. L., He, Z. L. and Jiang, X. J."""	2017	Manganese oxide affects nitrification and N2O emissions in a subtropical paddy soil with variable water regimes	European Journal of Soil Science	68	5	749-757	"""Xin, X. P., Wright, A. L., He, Z. L. and Jiang, X. J.""|2017|Manganese oxide affects nitrification and N2O emissions in a subtropical paddy soil with variable water regimes|European Journal of Soil Science|68|5|749-757|Journal Article||10.1111/ejss.12461|IndianRiv_REC|"
West_REC	10.1007/s10681-017-1984-3	"""Xing, L., Gezan, S., Kenworthy, K., Unruh, J. B. and Munoz, P."""	2017	Improved genetic parameter estimations in zoysiagrass by implementing post hoc blocking	Euphytica	213	8	10	"""Xing, L., Gezan, S., Kenworthy, K., Unruh, J. B. and Munoz, P.""|2017|Improved genetic parameter estimations in zoysiagrass by implementing post hoc blocking|Euphytica|213|8|10|Journal Article||10.1007/s10681-017-1984-3|West_REC|"
HortSci	10.1007/s10681-017-1984-3	"""Xing, L., Gezan, S., Kenworthy, K., Unruh, J. B. and Munoz, P."""	2017	Improved genetic parameter estimations in zoysiagrass by implementing post hoc blocking	Euphytica	213	8		"""Xing, L., Gezan, S., Kenworthy, K., Unruh, J. B. and Munoz, P.""|2017|Improved genetic parameter estimations in zoysiagrass by implementing post hoc blocking|Euphytica|213|8||Journal Article||10.1007/s10681-017-1984-3|HortSci|"
SFRC	10.1007/s10681-017-1984-3	"""Xing, L., Gezan, S., Kenworthy, K., Unruh, J. B. and Munoz, P."""	2017	Improved genetic parameter estimations in zoysiagrass by implementing post hoc blocking	Euphytica	213	8	10	"""Xing, L., Gezan, S., Kenworthy, K., Unruh, J. B. and Munoz, P.""|2017|Improved genetic parameter estimations in zoysiagrass by implementing post hoc blocking|Euphytica|213|8|10|Journal Article||10.1007/s10681-017-1984-3|SFRC|"
Agron	10.1007/s10681-017-1984-3	"""Xing, L. G., S.; Kenworthy, K.; Unruh, J. B.; Munoz, P."""	2017	Improved genetic parameter estimations in zoysiagrass by implementing post hoc blocking	Euphytica	213	8		"""Xing, L. G., S.; Kenworthy, K.; Unruh, J. B.; Munoz, P.""|2017|Improved genetic parameter estimations in zoysiagrass by implementing post hoc blocking|Euphytica|213|8||Journal Article||10.1007/s10681-017-1984-3|Agron|"
PlantPath		"""Xing, Y., Nopsa, J. H., Andrade-Piedra, J., Beed, F., Blomme, G., Yepes, M. C., Coyne, D., Forbes, G., Kreuze, J., Kroschel, J. and Kumar, L."""	2017	Global cropland connectivity: A risk factor for invasion and saturation by emerging pathogens and pests	bioRxiv			106542	"""Xing, Y., Nopsa, J. H., Andrade-Piedra, J., Beed, F., Blomme, G., Yepes, M. C., Coyne, D., Forbes, G., Kreuze, J., Kroschel, J. and Kumar, L.""|2017|Global cropland connectivity: A risk factor for invasion and saturation by emerging pathogens and pests|bioRxiv|||106542|Journal Article|||PlantPath|"
FoodSci	10.1155/2017/6793986	"""Xu, B., Baker, G., Sarnoski, P. and Goodrich-Schneider, R."""	2017	A Comparison of the Volatile Components of Cold Pressed Hamlin and Valencia (Citrus sinensis (L.) Osbeck) Orange Oils Affected by Huanglongbing	Journal of Food Quality				"""Xu, B., Baker, G., Sarnoski, P. and Goodrich-Schneider, R.""|2017|A Comparison of the Volatile Components of Cold Pressed Hamlin and Valencia (Citrus sinensis (L.) Osbeck) Orange Oils Affected by Huanglongbing|Journal of Food Quality||||Journal Article||10.1155/2017/6793986|FoodSci|"
FoodSci		"""Xu, B., Sims, C., Etxeberria, E. and Goodrich-Schneider, R."""	2017	Physicochemical and sensory properties of cold pressed oils from Florida Hamlin and Valencia oranges affected by Huanglongbing	J. Food Science	82		2158-2166	"""Xu, B., Sims, C., Etxeberria, E. and Goodrich-Schneider, R.""|2017|Physicochemical and sensory properties of cold pressed oils from Florida Hamlin and Valencia oranges affected by Huanglongbing|J. Food Science|82||2158-2166|Journal Article|||FoodSci|"
Citrus_REC	10.1111/1750-3841.13814	"""Xu, B. M. S., C. A.; Etxeberria, E.; Schneider, R. M. G."""	2017	Physicochemical and Sensory Properties of Cold Pressed Oils from Florida Hamlin and Valencia Oranges Affected by Huanglongbing	Journal of Food Science	82	9	2158-2166	"""Xu, B. M. S., C. A.; Etxeberria, E.; Schneider, R. M. G.""|2017|Physicochemical and Sensory Properties of Cold Pressed Oils from Florida Hamlin and Valencia Oranges Affected by Huanglongbing|Journal of Food Science|82|9|2158-2166|Journal Article||10.1111/1750-3841.13814|Citrus_REC|"
FoodSci	10.1016/j.foodchem.2016.07.163	"""Xu, C., Yagiz, Y., Zhao, L., Simonne, A., Lu, J. and Marshall, M."""	2017	"""Fruit quality, nutraceutical and antimicrobial properties of 58 muscadine grape varieties (Vitis rotundifolia Michx.) grown in United States"""	Food Chemistry	215		149-156	"""Xu, C., Yagiz, Y., Zhao, L., Simonne, A., Lu, J. and Marshall, M.""|2017|""Fruit quality, nutraceutical and antimicrobial properties of 58 muscadine grape varieties (Vitis rotundifolia Michx.) grown in United States""|Food Chemistry|215||149-156|Journal Article||10.1016/j.foodchem.2016.07.163|FoodSci|"
FYCS		"""Xu, C., Yagiz, Y., Zhao, L., Simonne, A., Lu, J. and Marshall, M. R."""	2017	"""Fruit quality, nutraceutical and antimicrobial properties of 58 muscadine grape varieties (Vitis rotundifolia Michx.) grown in United States"""	Food Chemistry	215		149-156	"""Xu, C., Yagiz, Y., Zhao, L., Simonne, A., Lu, J. and Marshall, M. R.""|2017|""Fruit quality, nutraceutical and antimicrobial properties of 58 muscadine grape varieties (Vitis rotundifolia Michx.) grown in United States""|Food Chemistry|215||149-156|Journal Article|||FYCS|"
SoilWater	10.1016/j.geoderma.2017.01.019	"""Xu, S., Silveira, M. L., Inglett, K. S., Sollenberger, L. E. and Gerber, S."""	2017	Soil microbial community responses to long-term land use intensification in subtropical grazing lands	Geoderma	293		73-81	"""Xu, S., Silveira, M. L., Inglett, K. S., Sollenberger, L. E. and Gerber, S.""|2017|Soil microbial community responses to long-term land use intensification in subtropical grazing lands|Geoderma|293||73-81|Journal Article||10.1016/j.geoderma.2017.01.019|SoilWater|"
SoilWater	10.1016/j.geoderma.2017.05.044	"""Xu, S., Silveira, M. L., Ngatia, L. W., Normand, A. E., Sollenberger, L. E. and Ramesh Reddy, K."""	2017	Carbon and nitrogen pools in aggregate size fractions as affected by sieving method and land use intensification	Geoderma	305		70-79	"""Xu, S., Silveira, M. L., Ngatia, L. W., Normand, A. E., Sollenberger, L. E. and Ramesh Reddy, K.""|2017|Carbon and nitrogen pools in aggregate size fractions as affected by sieving method and land use intensification|Geoderma|305||70-79|Journal Article||10.1016/j.geoderma.2017.05.044|SoilWater|"
Range_REC	10.1016/j.geoderma.2017.05.044	"""Xu, S., Silveira, M. L., Ngatia, L. W., Normand, A. E., Sollenberger, L. E. and Reddy, K. R."""	2017	Carbon and nitrogen pools in aggregate size fractions as affected by sieving method and land use intensification	Geoderma	305		70-79	"""Xu, S., Silveira, M. L., Ngatia, L. W., Normand, A. E., Sollenberger, L. E. and Reddy, K. R.""|2017|Carbon and nitrogen pools in aggregate size fractions as affected by sieving method and land use intensification|Geoderma|305||70-79|Journal Article||10.1016/j.geoderma.2017.05.044|Range_REC|"
Agron	10.1016/j.geoderma.2017.05.044	"""Xu, S. S., M. L.; Ngatia, L. W.; Normand, A. E.; Sollenberger, L. E.; Reddy, K. R."""	2017	Carbon and nitrogen pools in aggregate size fractions as affected by sieving method and land use intensification	Geoderma	305		70-79	"""Xu, S. S., M. L.; Ngatia, L. W.; Normand, A. E.; Sollenberger, L. E.; Reddy, K. R.""|2017|Carbon and nitrogen pools in aggregate size fractions as affected by sieving method and land use intensification|Geoderma|305||70-79|Journal Article||10.1016/j.geoderma.2017.05.044|Agron|"
Range_REC	10.1016/j.geoderma.2017.01.019	"""Xu, S. T., Silveira, M. L., Inglett, K. S., Sollenberger, L. E. and Gerber, S."""	2017	Soil microbial community responses to long-term land use intensification in subtropical grazing lands	Geoderma	293		73-81	"""Xu, S. T., Silveira, M. L., Inglett, K. S., Sollenberger, L. E. and Gerber, S.""|2017|Soil microbial community responses to long-term land use intensification in subtropical grazing lands|Geoderma|293||73-81|Journal Article||10.1016/j.geoderma.2017.01.019|Range_REC|"
Agron	10.1016/j.geoderma.2017.01.019	"""Xu, S. T. S., M. L.; Inglett, K. S.; Sollenberger, L. E.; Gerber, S."""	2017	Soil microbial community responses to long-term land use intensification in subtropical grazing lands	Geoderma	293		73-81	"""Xu, S. T. S., M. L.; Inglett, K. S.; Sollenberger, L. E.; Gerber, S.""|2017|Soil microbial community responses to long-term land use intensification in subtropical grazing lands|Geoderma|293||73-81|Journal Article||10.1016/j.geoderma.2017.01.019|Agron|"
WildEco	10.1073/pnas.1620503114	"""Xu, W., Xiao, Y., Zhang, J., Yang, W., Zhang, L., Hull, V., Wang, Z., Zheng, H., Liu, J., Polasky, S., Jiang, L., Xiao, Y., Shi, X., Rao, E., Lu, F., Wang, X., Daily, G. C. and Ouyang, Z."""	2017	Strengthening protected areas for biodiversity and ecosystem services in China	Proceedings of the National Academy of Sciences	114	7	1601-1606	"""Xu, W., Xiao, Y., Zhang, J., Yang, W., Zhang, L., Hull, V., Wang, Z., Zheng, H., Liu, J., Polasky, S., Jiang, L., Xiao, Y., Shi, X., Rao, E., Lu, F., Wang, X., Daily, G. C. and Ouyang, Z.""|2017|Strengthening protected areas for biodiversity and ecosystem services in China|Proceedings of the National Academy of Sciences|114|7|1601-1606|Journal Article|Ineligible: No UF affiliation; New faculty: Hull WildEco|10.1073/pnas.1620503114|WildEco|"
ABE	10.1016/j.cej.2016.09.122	"""Xu, X. B., Hu, X., Ding, Z. H., Chen, Y. J. and Gao, B."""	2017	Waste-art-paper biochar as an effective sorbent for recovery of aqueous Pb(II) into value-added PbO nanoparticles	Chemical Engineering Journal	308		863-871	"""Xu, X. B., Hu, X., Ding, Z. H., Chen, Y. J. and Gao, B.""|2017|Waste-art-paper biochar as an effective sorbent for recovery of aqueous Pb(II) into value-added PbO nanoparticles|Chemical Engineering Journal|308||863-871|Journal Article||10.1016/j.cej.2016.09.122|ABE|"
Gulf_REC		"""Xu, Y., Smith, S. E., Grunwald, S., Abd-Elrahman, A. and Wani, S. P."""	2017	Evaluating the effect of remote sensing image spatial resolution on soil exchangeable potassium prediction models in smallholder farm settings	Journal of Environmental Management	200		423-433	"""Xu, Y., Smith, S. E., Grunwald, S., Abd-Elrahman, A. and Wani, S. P.""|2017|Evaluating the effect of remote sensing image spatial resolution on soil exchangeable potassium prediction models in smallholder farm settings|Journal of Environmental Management|200||423-433|Journal Article|||Gulf_REC|"
Gulf_REC		"""Xu, Y., Smith, S. E., Grunwald, S., Abd-Elrahman, A. and Wani, S. P."""	2017	Incorporation of satellite remote sensing pan-sharpened imagery into digital soil prediction and mapping models to characterize soil property variability in small agricultural fields	ISPRS Journal of Photogrammetry and Remote Sensing	123		1-19	"""Xu, Y., Smith, S. E., Grunwald, S., Abd-Elrahman, A. and Wani, S. P.""|2017|Incorporation of satellite remote sensing pan-sharpened imagery into digital soil prediction and mapping models to characterize soil property variability in small agricultural fields|ISPRS Journal of Photogrammetry and Remote Sensing|123||1-19|Journal Article|||Gulf_REC|"
SoilWater	10.1016/j.isprsjprs.2016.11.001	"""Xu, Y., Smith, S. E., Grunwald, S., Abd-Elrahman, A. and Wani, S. P."""	2017	Incorporation of satellite remote sensing pan-sharpened imagery into digital soil prediction and mapping models to characterize soil property variability in small agricultural fields	ISPRS Journal of Photogrammetry and Remote Sensing	123		1-19	"""Xu, Y., Smith, S. E., Grunwald, S., Abd-Elrahman, A. and Wani, S. P.""|2017|Incorporation of satellite remote sensing pan-sharpened imagery into digital soil prediction and mapping models to characterize soil property variability in small agricultural fields|ISPRS Journal of Photogrammetry and Remote Sensing|123||1-19|Journal Article||10.1016/j.isprsjprs.2016.11.001|SoilWater|"
SoilWater	10.1016/j.jenvman.2017.06.017	"""Xu, Y., Smith, S. E., Grunwald, S., Abd-Elrahman, A. and Wani, S. P."""	2017	Evaluating the effect of remote sensing image spatial resolution on soil exchangeable potassium prediction models in smallholder farm settings	Journal of Environmental Management	200		423-433	"""Xu, Y., Smith, S. E., Grunwald, S., Abd-Elrahman, A. and Wani, S. P.""|2017|Evaluating the effect of remote sensing image spatial resolution on soil exchangeable potassium prediction models in smallholder farm settings|Journal of Environmental Management|200||423-433|Journal Article||10.1016/j.jenvman.2017.06.017|SoilWater|"
Gulf_REC		"""Xu, Y., Smith, S. E., Grunwald, S., Abd-Elrahman, A., Wani, S. P. and Nair, V. D."""	2017	Spatial downscaling of soil prediction models based on weighted generalized additive models in smallholder farm settings	Environmental Monitoring and Assessment	189	10	502	"""Xu, Y., Smith, S. E., Grunwald, S., Abd-Elrahman, A., Wani, S. P. and Nair, V. D.""|2017|Spatial downscaling of soil prediction models based on weighted generalized additive models in smallholder farm settings|Environmental Monitoring and Assessment|189|10|502|Journal Article|||Gulf_REC|"
SoilWater	10.1007/s10661-017-6212-z	"""Xu, Y., Smith, S. E., Grunwald, S., Abd-Elrahman, A., Wani, S. P. and Nair, V. D."""	2017	Spatial downscaling of soil prediction models based on weighted generalized additive models in smallholder farm settings	Environmental Monitoring and Assessment	189	10		"""Xu, Y., Smith, S. E., Grunwald, S., Abd-Elrahman, A., Wani, S. P. and Nair, V. D.""|2017|Spatial downscaling of soil prediction models based on weighted generalized additive models in smallholder farm settings|Environmental Monitoring and Assessment|189|10||Journal Article||10.1007/s10661-017-6212-z|SoilWater|"
SoilWater	10.1007/s10661-017-6212-z	"""Xu, Y., Smith, S. E., Grunwald, S., Abd-Elrahman, A., Wani, S. P. and Nair, V. D."""	2017	Spatial downscaling of soil prediction models based on weighted generalized additive models in smallholder farm settings	Environmental Monitoring and Assessment	189	10		"""Xu, Y., Smith, S. E., Grunwald, S., Abd-Elrahman, A., Wani, S. P. and Nair, V. D.""|2017|Spatial downscaling of soil prediction models based on weighted generalized additive models in smallholder farm settings|Environmental Monitoring and Assessment|189|10||Journal Article||10.1007/s10661-017-6212-z|SoilWater|"
SFRC	10.1016/j.jenvman.2017.06.017	"""Xu, Y. M., Smith, S. E., Grunwald, S., Abd-Elrahman, A. and Wani, S. P."""	2017	Evaluating the effect of remote sensing image spatial resolution on soil exchangeable potassium prediction models in smallholder farm settings	Journal of Environmental Management	200		423-433	"""Xu, Y. M., Smith, S. E., Grunwald, S., Abd-Elrahman, A. and Wani, S. P.""|2017|Evaluating the effect of remote sensing image spatial resolution on soil exchangeable potassium prediction models in smallholder farm settings|Journal of Environmental Management|200||423-433|Journal Article||10.1016/j.jenvman.2017.06.017|SFRC|"
SFRC	10.1016/j.isprsjprs.2016.11.001	"""Xu, Y. M., Smith, S. E., Grunwald, S., Abd-Elrahman, A. and Wani, S. P."""	2017	Incorporation of satellite remote sensing pan-sharpened imagery into digital soil prediction and mapping models to characterize soil property variability in small agricultural fields	ISPRS Journal of Photogrammetry and Remote Sensing	123		1-19	"""Xu, Y. M., Smith, S. E., Grunwald, S., Abd-Elrahman, A. and Wani, S. P.""|2017|Incorporation of satellite remote sensing pan-sharpened imagery into digital soil prediction and mapping models to characterize soil property variability in small agricultural fields|ISPRS Journal of Photogrammetry and Remote Sensing|123||1-19|Journal Article||10.1016/j.isprsjprs.2016.11.001|SFRC|"
SFRC	10.1007/s10661-017-6212-z	"""Xu, Y. M., Smith, S. E., Grunwald, S., Abd-Elrahman, A., Wani, S. P. and Nair, V. D."""	2017	Spatial downscaling of soil prediction models based on weighted generalized additive models in smallholder farm settings	Environmental Monitoring and Assessment	189	10	16	"""Xu, Y. M., Smith, S. E., Grunwald, S., Abd-Elrahman, A., Wani, S. P. and Nair, V. D.""|2017|Spatial downscaling of soil prediction models based on weighted generalized additive models in smallholder farm settings|Environmental Monitoring and Assessment|189|10|16|Journal Article||10.1007/s10661-017-6212-z|SFRC|"
Citrus_REC	10.3390/insects8030103	"""Xue Dong, C. S., Lukasz L."""	2017	"""Resistance Management for Asian Citrus Psyllid, Diaphorina citri Kuwayama, in Florida"""	Insects	8	3	103	"""Xue Dong, C. S., Lukasz L.""|2017|""Resistance Management for Asian Citrus Psyllid, Diaphorina citri Kuwayama, in Florida""|Insects|8|3|103|Journal Article||10.3390/insects8030103|Citrus_REC|"
Trop_REC	10.1016/j.watres.2017.02.068	"""Wan, Y., Wan, L., Li, Y. and Doering, P."""	2017	Decadal and seasonal trends of nutrient concentration and export from highly managed coastal catchments	Water Research	115		180-194	"""Wan, Y., Wan, L., Li, Y. and Doering, P.""|2017|Decadal and seasonal trends of nutrient concentration and export from highly managed coastal catchments|Water Research|115||180-194|Journal Article||10.1016/j.watres.2017.02.068|Trop_REC|"
EnvHort	10.21273/hortsci12181-17	"""Yafuso, E. J. and Fisher, P. R."""	2017	Oxygenation of Irrigation Water during Propagation and Container Production of Bedding Plants	HortScience	52	11	1608-1614	"""Yafuso, E. J. and Fisher, P. R.""|2017|Oxygenation of Irrigation Water during Propagation and Container Production of Bedding Plants|HortScience|52|11|1608-1614|Journal Article||10.21273/hortsci12181-17|EnvHort|"
MicroCell	10.1128/JB.00484-17	"""Yakhnin, H., Aichele, R., Ades, S. E., Romeo, T. and Babitzke, P."""	2017	Circuitry Linking the Global Csr- and ?E-Dependent Cell Envelope Stress Response Systems	Journal of Bacteriology	199	23	1-1	"""Yakhnin, H., Aichele, R., Ades, S. E., Romeo, T. and Babitzke, P.""|2017|Circuitry Linking the Global Csr- and ?E-Dependent Cell Envelope Stress Response Systems|Journal of Bacteriology|199|23|1-1|Journal Article||10.1128/JB.00484-17|MicroCell|"
ABE	10.1007/s00344-017-9688-4	"""Yan, S., Jiao, C., Mclamore, E., Wang, N., Yao, H. and Shen, Y."""	2017	Insect Herbivory of Leaves Affects the Auxin Flux Along Root Apices in Arabidopsis thaliana	Journal of Plant Growth Regulation	36	4	846-854	"""Yan, S., Jiao, C., Mclamore, E., Wang, N., Yao, H. and Shen, Y.""|2017|Insect Herbivory of Leaves Affects the Auxin Flux Along Root Apices in Arabidopsis thaliana|Journal of Plant Growth Regulation|36|4|846-854|Journal Article||10.1007/s00344-017-9688-4|ABE|"
AniSci	10.1016/j.dci.2017.07.006	"""Yang, G., Artiaga, B. L., Lewis, S. T. and Driver, J. P."""	2017	Characterizing porcine invariant natural killer T cells: A comparative study with NK cells and T cells	Dev Comp Immunol	76		343-351	"""Yang, G., Artiaga, B. L., Lewis, S. T. and Driver, J. P.""|2017|Characterizing porcine invariant natural killer T cells: A comparative study with NK cells and T cells|Dev Comp Immunol|76||343-351|Journal Article||10.1016/j.dci.2017.07.006|AniSci|"
AniSci	10.3390/ijms19010068	"""Yang, G., Richt, J. A. and Driver, J. P."""	2017	Harnessing Invariant NKT Cells to Improve Influenza Vaccines: A Pig Perspective	Int J Mol Sci	19	1		"""Yang, G., Richt, J. A. and Driver, J. P.""|2017|Harnessing Invariant NKT Cells to Improve Influenza Vaccines: A Pig Perspective|Int J Mol Sci|19|1||Journal Article||10.3390/ijms19010068|AniSci|"
SFRC		"""Yang, H."""	2017	Application of germplasm preservation in breeding programs for molluscan shellfish aquaculture and restoration	Bulletin of Japan Fisheries Research and Education Agency	45		15-20	"""Yang, H.""|2017|Application of germplasm preservation in breeding programs for molluscan shellfish aquaculture and restoration|Bulletin of Japan Fisheries Research and Education Agency|45||15-20|Journal Article|||SFRC|"
SFRC		"""Yang, H. and Guo, X."""	2017	Triploid hard clams Mercenaria mercenaria produced by inhibiting polar body I or polar body II	Aquaculture Research				"""Yang, H. and Guo, X.""|2017|Triploid hard clams Mercenaria mercenaria produced by inhibiting polar body I or polar body II|Aquaculture Research||||Journal Article|||SFRC|"
SFRC	10.1111/jwas.12431	"""Yang, H., Hu, E., Buchanan, J. T. and Tiersch, T. R."""	2017	"""A Strategy for Sperm Cryopreservation of Atlantic Salmon, Salmo salar, for Remote Commercial-scale High-throughput Processing"""	Journal of the World Aquaculture Society				"""Yang, H., Hu, E., Buchanan, J. T. and Tiersch, T. R.""|2017|""A Strategy for Sperm Cryopreservation of Atlantic Salmon, Salmo salar, for Remote Commercial-scale High-throughput Processing""|Journal of the World Aquaculture Society||||Journal Article||10.1111/jwas.12431|SFRC|"
FoodSci	10.1080/14786419.2016.1274895	"""Yang, J., Zhang, X., Jin, Q., Gu, L., Liu, X., Li, J. and Ni, Y."""	2017	Effect of meteorological parameters and regions on accumulation pattern of phenolic compounds in different mulberry cultivars grown in China	Nat Prod Res	31	9	1091-1096	"""Yang, J., Zhang, X., Jin, Q., Gu, L., Liu, X., Li, J. and Ni, Y.""|2017|Effect of meteorological parameters and regions on accumulation pattern of phenolic compounds in different mulberry cultivars grown in China|Nat Prod Res|31|9|1091-1096|Journal Article||10.1080/14786419.2016.1274895|FoodSci|"
SoilWater	10.1002/2016wr019874	"""Yang, M., Annable, M. D. and Jawitz, J. W."""	2017	Forward and back diffusion through argillaceous formations	Water Resources Research	53	5	4514-4523	"""Yang, M., Annable, M. D. and Jawitz, J. W.""|2017|Forward and back diffusion through argillaceous formations|Water Resources Research|53|5|4514-4523|Journal Article||10.1002/2016wr019874|SoilWater|"
SoilWater	10.1016/j.jconhyd.2017.05.001	"""Yang, M., Annable, M. D. and Jawitz, J. W."""	2017	Field-scale forward and back diffusion through low-permeability zones	Journal of Contaminant Hydrology	202		47-58	"""Yang, M., Annable, M. D. and Jawitz, J. W.""|2017|Field-scale forward and back diffusion through low-permeability zones|Journal of Contaminant Hydrology|202||47-58|Journal Article||10.1016/j.jconhyd.2017.05.001|SoilWater|"
IndianRiv_REC	10.3389/fpls.2017.00425	"""Yang, Q. Y., Shohag, M. J. I., Feng, Y., He, Z. L. and Yang, X. O."""	2017	Transcriptome Comparison Reveals the Adaptive Evolution of Two ContrastingEcotypes of Zn/Ca Hyperaccumulator Sedum alfredii Hance	Frontiers in Plant Science	8			"""Yang, Q. Y., Shohag, M. J. I., Feng, Y., He, Z. L. and Yang, X. O.""|2017|Transcriptome Comparison Reveals the Adaptive Evolution of Two ContrastingEcotypes of Zn/Ca Hyperaccumulator Sedum alfredii Hance|Frontiers in Plant Science|8|||Journal Article||10.3389/fpls.2017.00425|IndianRiv_REC|"
Agron	10.1186/s12864-017-3980-3	"""Yang, X. P. S., J.; You, Q.; Paudel, D. R.; Zhang, J. S.; Wang, J. P."""	2017	Mining sequence variations in representative polyploid sugarcane germplasm accessions	BMC Genomics	18			"""Yang, X. P. S., J.; You, Q.; Paudel, D. R.; Zhang, J. S.; Wang, J. P.""|2017|Mining sequence variations in representative polyploid sugarcane germplasm accessions|BMC Genomics|18|||Journal Article||10.1186/s12864-017-3980-3|Agron|"
Agron	10.1007/s11032-017-0716-7	"""Yang, X. P. S., S.; Glynn, N.; Islam, M. S.; Comstock, J.; Wang, J. P."""	2017	Constructing high-density genetic maps for polyploid sugarcane (Saccharum spp.) and identifying quantitative trait loci controlling brown rust resistance	Molecular Breeding	37	10		"""Yang, X. P. S., S.; Glynn, N.; Islam, M. S.; Comstock, J.; Wang, J. P.""|2017|Constructing high-density genetic maps for polyploid sugarcane (Saccharum spp.) and identifying quantitative trait loci controlling brown rust resistance|Molecular Breeding|37|10||Journal Article||10.1007/s11032-017-0716-7|Agron|"
Gulf_REC		"""Yang, Y., Toor, G., Wilson, C. P. and Williams, C. F."""	2017	"""Micropollutants in groundwater from septic systems: Transformations, transport mechanisms, and human health risk assessment"""	Water Research	123		258-267	"""Yang, Y., Toor, G., Wilson, C. P. and Williams, C. F.""|2017|""Micropollutants in groundwater from septic systems: Transformations, transport mechanisms, and human health risk assessment""|Water Research|123||258-267|Journal Article|||Gulf_REC|"
Gulf_REC		"""Yang, Y. and Toor, G. S."""	2017	Sources and mechanisms of nitrate and orthophosphate transport in urban stormwater runoff from residential catchments	Water Research	112		176-184	"""Yang, Y. and Toor, G. S.""|2017|Sources and mechanisms of nitrate and orthophosphate transport in urban stormwater runoff from residential catchments|Water Research|112||176-184|Journal Article|||Gulf_REC|"
SoilWater	10.1016/j.watres.2017.06.054	"""Yang, Y.-Y., Toor, G. S., Wilson, P. C. and Williams, C. F."""	2017	"""Micropollutants in groundwater from septic systems: Transformations, transport mechanisms, and human health risk assessment"""	Water Research	123		258-267	"""Yang, Y.-Y., Toor, G. S., Wilson, P. C. and Williams, C. F.""|2017|""Micropollutants in groundwater from septic systems: Transformations, transport mechanisms, and human health risk assessment""|Water Research|123||258-267|Journal Article||10.1016/j.watres.2017.06.054|SoilWater|"
HortSci	10.1104/pp.16.01295	"""Yang, Y. Z., Ding, S., Wang, Y., Li, C. L., Shen, Y., Meeley, R., Mccarty, D. R. and Tan, B. C."""	2017	Small kernel2 Encodes a Glutaminase in Vitamin B6 Biosynthesis Essential for Maize Seed Development	Plant Physiology	174	2	1127-1138	"""Yang, Y. Z., Ding, S., Wang, Y., Li, C. L., Shen, Y., Meeley, R., Mccarty, D. R. and Tan, B. C.""|2017|Small kernel2 Encodes a Glutaminase in Vitamin B6 Biosynthesis Essential for Maize Seed Development|Plant Physiology|174|2|1127-1138|Journal Article|Ineligible: Not peer-reviewed in Ulrichs or other source|10.1104/pp.16.01295|HortSci|"
AniSci	10.3168/jds.2016-11606	"""Yao, C., De Los Campos, G., Vandehaar, M. J., Spurlock, D. M., Armentano, L. E., Coffey, M., De Haas, Y., Veerkamp, R. F., Staples, C. R., Connor, E. E., Wang, Z., Hanigan, M. D., Tempelman, R. J. and Weigel, K. A."""	2017	"""Use of genotype  environment interaction model to accommodate genetic heterogeneity for residual feed intake, dry matter intake, net energy in milk, and metabolic body weight in dairy cattle"""	J Dairy Sci	100	3	2007-2016	"""Yao, C., De Los Campos, G., Vandehaar, M. J., Spurlock, D. M., Armentano, L. E., Coffey, M., De Haas, Y., Veerkamp, R. F., Staples, C. R., Connor, E. E., Wang, Z., Hanigan, M. D., Tempelman, R. J. and Weigel, K. A.""|2017|""Use of genotype  environment interaction model to accommodate genetic heterogeneity for residual feed intake, dry matter intake, net energy in milk, and metabolic body weight in dairy cattle""|J Dairy Sci|100|3|2007-2016|Journal Article||10.3168/jds.2016-11606|AniSci|"
