IFAS_Unit	Authors	Year	Title	Journal Name	Vol	Issue	Pages	Doi
FRED	"Valderrama, D., Velasco, L. A. and Quiroz, N."	2016	Economic assessment of hatchery production of Argopecten nucleus spat to support the development of scallop aquaculture in the wider Caribbean	Aquaculture Reports	4		169-177	
EntNem	"Valencia, H. W., A., Soto, A., Aristizabal,; M., Arboleda, J., Eyun, S., Ossa, G.A., Noriega, D.D., and Siegfried, B.D."	2016	Pyrosequencing the midgut transcriptome of the banana weevil Cosmopolites sordidus (Germar) (Coleoptera: Curculionidae) reveals multiple protease-like transcripts.	PLos One	11	(3):		e0151001
SFRC	"Valle, D. M., J.; Amratia, P."	2016	Spatial heterogeneity can undermine the effectiveness of country-wide test and treat policy for malaria: a case study from Burkina Faso	Malaria Journal	15		9	10.1186/s12936-016-1565-2
	"Van Antwerpen, R., ; Ng Cheong, R.; Miles, N.; Gilbert, R."	2016	Strategies for cane production in marginal environments and under more					
	environmental scrutiny	Proc. Int. Soc. Sugar Cane Technol	29		539-550		Agron	
PlantPath	"Van Bruggen, A. H. F., Mr"	2016	Plant Diseases and Management Approaches in Organic Farming Systems	Annual review of phytopathology	54		25-54	
PlantPath	"Van Bruggen, A. H. G., Abraham; Finckh, Maria R"	2016	Plant disease management in organic farming systems	Pest management science	72	1	30-44	
PlantPath	"Van Bruggen, A. H. N.-K., Hossein a; Gravel, Valérie; Blok, Wim J"	2016	"Corky root severity, root knot nematode galling and microbial communities in soil, rhizosphere and rhizoplane in organic and conventional greenhouse compartments"	Applied Soil Ecology	100		112-123	
ABE	"Van Bussel, L. G. J. E., F.; Zhao, G.; Hoffmann, H.; Enders, A.; Wallach, D.; Asseng, S.; Baigorria, G. A.; Basso, B.; Biernath, C.; Cammarano, D.; Chryssanthacopoulos, J.; Constantin, J.; Elliott, J.; Glotter, M.; Heinlein, F.; Kersebaum, K. C.; Klein, C.; Nendel, C.; Priesack, E.; Raynal, H.; Romero, C. C.; Rotter, R. P.; Specka, X.; Tao, F. L."	2016	Spatial sampling of weather data for regional crop yield simulations	Agricultural and Forest Meteorology	220		101-115	10.1016/j.agrformet.2016.01.014
SFRC	"Van De Kerk, M. L., C. J.; Saucedo, O.; Lorenzen, K."	2016	The Effect of Latitudinal Variation on Shrimp Reproductive Strategies	Plos One	11	5	11	10.1371/journal.pone.0155266
MicroCell	"Van Der Kloet, F. M., Sebastian-Leon, P., Conesa, A., Smilde, A. K. and Westerhuis, J. A."	2016	Separating common from distinctive variation	Bmc Bioinformatics	17		16	10.1186/s12859-016-1037-2
WILDECO	"Van Der Merwe, J., And Hellgren, Ec"	2016	Spatial variation in trophic ecology of small mammals in wetlands: support for hydrological drivers	Ecosphere	7	11		10.1002/ecs2.1567
WILDECO	"Van Der Merwe, J., Hellgren, Ec, and Schauber, Em"	2016	Variation in metapopulation dynamics of a wetland mammal: The effect of hydrology	Ecosphere	7	3		10.1002/ecs2.1275
	"Van Leuken, J. P. G. S., A. N.; Droogers, P.; Van Pul, A.; Heederik, D.; Havelaar, A. H."	2016	Climate change effects on airborne pathogenic bioaerosol concentrations: a scenario analysis	"Aerobiologia, 10.1007/s10453-016-9435-5"		11-Jan	10.1007/s10453-016-9435-5	AniSci
AniSci	"Van Leuken, J. P. G. S., A. N.; Havelaar, A. H.; Van Pul, A.; Van Der Hoek, W.; Heederik, D."	2016	Atmospheric dispersion modelling of bioaerosols that are pathogenic to humans and livestock – A review to inform risk assessment studies	Microbial Risk Analysis	1		19-39	http://dx.doi.org/10.1016/j.mran.2015.07.002
AniSci	"Van Leuken, J. S., An; Brandsma, J; Terink, W; Van De Kassteele, J; Droogers, P; Sauter, F; Havelaar, Ah; Van Der Hoek, W"	2016	Human Q fever incidence is associated to spatiotemporal environmental conditions	One Health	2		77-87	
AniSci	"Van Lier, A. M., S. A.; Bouwknegt, M.; Kretzschmar, M. E.; Havelaar, A. H.; Mangen, M. J. J.; Wallinga, J.; De Melker, H. E.; Epi Grp"	2016	"Disease Burden of 32 Infectious Diseases in the Netherlands, 2007-2011"	Plos One	11	4		ARTN e0153106; 10.1371/journal.pone.0153106
FtLauder_REC	"Van Moorter, B. R., Christer M.; Basille, Mathieu; Gaillard, Jean-Michel"	2016	Movement is the glue connecting home ranges and habitat selection	Journal of Animal Ecology	85		21-31	10.1111/1365-2656.12394
SW_REC	"Vanaclocha, P., Jones, M. M., Monzo, C. and Stansly, P. A."	2016	Placement density and longevity of pheromone traps for monitoring of the citrus leafminer (Lepidoptera: Gracillariidae)	Florida Entomologist	99	2	196-202	
ABE	"Vanegas, D. C. G., Carmen; Mclamore, Eric S"	2016	Biosensors for Indirect Monitoring of Foodborne Bacteria	Biosensors Journal	5	1	137-139	doi:10.4172/2090- 4967.1000137
Everglades_REC	"Vanweelden, M. T. W., B. E.; Beuzelin, J. M.; Reagan, T. E.; Way, M. O."	2016	Impact of nitrogen fertilization on Mexican rice borer (Lepidoptera: Crambidae) injury and yield in bioenergy sorghum	Crop Protection	84		37-43	10.1016/j.cropro.2016.02.005
WILDECO	"Vasudev, D. a. F., R. J."	2016	Mate choice interacts with movement limitations to influence effective dispersal	Ecological Modelling	327		65-73	10.1016/j.ecolmodel.2016.01.014
EntNem	"Vaughan, M. M. H., A.; Schmelz, E. A.; Dafoe, N. J.; Christensen, S. A.; Mcauslane, H. J.; Alborn, H. T.; Allen, L. H.; Teal, P. E. A."	2016	Interactive Effects of Elevated CO2 and Drought on the Maize Phytochemical Defense Response against Mycotoxigenic Fusarium verticillioides	Plos One	11	7		10.1371/journal.pone.0159270
SFRC	"Vazquez, A. I. V., Y.; Behring, M.; Shrestha, S.; Kirst, M.; Resende, M. F. R.; De Los Campos, G."	2016	Increased Proportion of Variance Explained and Prediction Accuracy of Survival of Breast Cancer Patients with Use of Whole-Genome Multiomic Profiles	Genetics	203	3	1425-+	10.1534/genetics.115.185181
MicroCell	"Veal, A. E., Ganesh, B. S. and Larkin, J."	2016	Time-assessed modulation of SOCS1 expression through TLR4 and IFN gamma signaling in RAW 264.7 macrophages	Journal of Immunology	196		1	
EntNem	"Vélez, A., Khajuria, C., Narva, K., and Siegfried, B.D."	2016	Knockdown of RNA interference pathway genes in the Western corn rootworm (Diabrotica virgifera virgifera Le Conte) reveals potential resistance mechanisms to lethal dsRNA.	PLoS One	11	(6):		e0157520.
EntNem	"Vélez, A. M. N. V., J.L. Jurat-Fuentes,; and Siegfried, B.D."	2016	Cry1F resistance among lepidopteran pests:   a model for improved resistance management.	Curr. Opin. Insect Science	15		116-124.	
SW_REC	"Vellidis, G., Liakos, V., Andreis, J. H., Perry, C. D., Porter, W. M., Barnes, E. M., Morgan, K. T., Fraisse, C. and Migliaccio, K. W."	2016	Development and assessment of a smartphone application for irrigation scheduling in cotton	Computers and Electronics in Agriculture	127		249-259	10.1016/j.compag.2016.06.021
ABE	"Vellidis, G. L., V.; Andreis, J. H.; Perry, C. D.; Porter, W. M.; Barnes, E. M.; Morgan, K. T.; Fraisse, C.; Migliaccio, K. W."	2016	Development and assessment of a smartphone application for irrigation scheduling in cotton	Computers and Electronics in Agriculture	127		249-259	10.1016/j.compag.2016.06.021
	"Vellidis, G. L., V.; Andreis, J.H.; Perry, C.D.; Porter, W.M.; Barnes, E.M.; Morgan K.T.; Fraisse, C.W.; Migliaccio, K.W."	2016	Development and					
	assessment of a smartphone application for irrigation scheduling in cotton	Computers and Electronics in Agriculture	127		11		ABE	
Range_REC	"Vendramini, J. M., Arthington, J. D., De Oliveira, F. C. L., Aguiar, A. D., Moriel, P., Sanchez, J. M., Cecilio Filho, V. and Yarborough, J. K."	2016	Triticale–annual ryegrass mixture effects on forage characteristics and performance of early-weaned beef calves	The Professional Animal Scientist	32	6	827-832	
Range_REC	"Vendramini, J. M. B., Aguiar, A. D., Adesogan, A. T., Sollenberger, L. E., Alves, E., Galzerano, L., Salvo, P., Valente, A. L., Arriola, K. G., Ma, Z. X. and Oliveira, F. C. L."	2016	"Effects of genotype, wilting, and additives on the nutritive value and fermentation of bermudagrass silage"	Journal of Animal Science	94	7	3061-3071	10.2527/jas2016-0306
Agron	"Vendramini, J. M. B. A., A. D.; Adesogan, A. T.; Sollenberger, L. E.; Alves, E.; Galzerano, L.; Salvo, P.; Valente, A. L.; Arriola, K. G.; Ma, Z. X.; Oliveira, F. C. L."	2016	"Effects of genotype, wilting, and additives on the nutritive value and fermentation of bermudagrass silage"	Journal of Animal Science	94	7	3061-3071	10.2527/jas2016-0306
WILDECO	"Venne, L., Trexler, Jc and Frederick, Pc"	2016	Prescribed burn creates pulsed effects on a wetland aquatic community	HYDROBIOLOGIA	771	1	281-295	10.1007/s10750-016-2640-y
MicroCell	"Vick-Majors, T. J., Achberger, A., Santibanez, P., Dore, J. E., Hodson, T., Michaud, A. B., Christner, B. C., Mikucki, J., Skidmore, M. L., Powell, R., Adkins, W. P., Barbante, C., Mitchell, A., Scherer, R. and Priscu, J. C."	2016	"Biogeochemistry and microbial diversity in the marine cavity beneath the McMurdo Ice Shelf, Antarctica"	Limnology and Oceanography	61	2	572-586	10.1002/lno.10234
MicroCell	"Vick-Majors, T. J., Mitchell, A. C., Achberger, A. M., Christner, B. C., Dore, J. E., Michaud, A. B., Mikucki, J. A., Purcell, A. M., Skidmore, M. L., Priscu, J. C. and Team, W. S."	2016	Physiological Ecology of Microorganisms in Subglacial Lake Whillans	Frontiers in Microbiology	7		16	10.3389/fmicb.2016.01705
AniSci	"Vieira-Neto, A. L., F. S.; Santos, J. E. P.; Mingoti, R. D.; Vasconcellos, G. S.; Risco, C. A.; Galvao, K. N."	2016	Vulvovaginal laceration as a risk factor for uterine disease in postpartum dairy cows	Journal of Dairy Science	99	6	4629-4637	10.3168/jds.2016-10872
WILDECO	"Vieira-Neto, E. H. M., Vasconcelos, H. L. And  Bruna, E. M."	2016	Roads increase population growth rates of a native leaf-cutter ant in Neotropical savannahs	Journal of Applied Ecology	53	4	983-992	10.1111/1365-2664.12651
FoodSci	"Vilaro, M. B., Te; Mathews, a; Pomeranz, J; Curbow, B"	2016	Income differences in social control of eating behaviors and food choice priorities among southern rural women in the US: A qualitative study	Appetite	107		604-612	10.1016/j.appet.2016.09.003
FoodSci	"Vilaro, M. S., D; Xu, C; Mathews, Ae"	2016	Theory-Based Interventions for Long-Term Adherence to Improvements in Diet Quality: An In-depth Review	Am J Lifestyle Med	10	6	369-376	
	"Villa, C. a. F., M.; Bell, I.; Hof, C.; Limpus, C.J.; Gaus, C."	2016	Trace element reference intervals in blood of healthy green sea turtles to evaluate exposure in coastal populations	"Environmental Pollution, "				SFRC
	"Villegas-Bilbao, M., Newsome, S. D. And Blake, J. G."	2016	Seasonal patterns in ?2H  values of multiple tissues from Andean birds provide insights 					
	into elevational migration.	Ecological Applications	26		2383-2389		WILDECO	
	"Vincent, C. R., Diane; Na, Chaein; Schaffer, Bruce"	2016	A high-throughput method to quantify root hair area in digital images taken in situ	"Plant and Soil, 10.1007/s11104-016-3016-9"		20-Jan	10.1007/s11104-016-3016-9	Citrus_REC
	"Vincent, C. R., Diane; Na, Chaein; Schaffer, Bruce"	2016	A high-throughput method to quantify root hair area in digital images taken in situ	"Plant and Soil, 10.1007/s11104-016-3016-9"		20-Jan	10.1007/s11104-016-3016-9	Agron
HortSci	"Virdi, K. S. W., Yashitola; Kundariya, Hardik; Laurie, John D; Keren, Ido; Kumar, Kr Sunil; Block, Anna; Basset, Gilles; Luebker, Steve; Elowsky, Christian"	2016	MSH1 is a plant organellar DNA binding and thylakoid protein under precise spatial regulation to alter development	Molecular Plant	9	2	245-260	
EntNem	"Vitone, T., Stofer, K.,; Steininger, M.S., Dunn, R.R., Hulcr, J., Lucky, A."	2016	School of Ants goes to college: Integrating citizen science into the general education classroom increases engagement with science.	Journal of Science Communication	15	1	A03	
SFRC	"Vitone, T. S., K. A.; Steininger, M. S.; Hulcr, J.; Dunn, R.; Lucky, A."	2016	School of Ants goes to college: integrating citizen science into the general education classroom increases engagement with science	Jcom-Journal of Science Communication	15	1	24	
AgEd	"Vitone, T. S., K. A.; Steininger, M. S.; Hulcr, J.; Dunn, R.; Lucky, A."	2016	School of Ants goes to college: integrating citizen science into the general education classroom increases engagement with science	Jcom-Journal of Science Communication	15	1	24	
SFRC	"Vogel, W. J. O., T. Z.; James, R. T.; Cohen, M. J."	2016	"Spectral prediction of sediment chemistry in Lake Okeechobee, Florida"	Environmental Monitoring and Assessment	188	10	15	10.1007/s10661-016-5605-8
SoilWater	"Vogel, W. J. O., T. Z.; James, R. T.; Cohen, M. J."	2016	"Spectral prediction of sediment chemistry in Lake Okeechobee, Florida"	Environmental Monitoring and Assessment	188	10	15	10.1007/s10661-016-5605-8
	"W.A., S. D. N. F. J. L. S. T. a. C. G. M. a. P. M. L. L. C. N. S. H. M. V."	2016	Genetic structure from the					
	oldest jatropha germplasm bank of Brazil and contribution for the genetic							
	improvement	Anais da Academia Brasileira de Ciências	88	4	2363-2374		Trop_REC	
	"Wald, D. M., C.A. Lohr, C.A. Lepszyk, S.K. Jacobson,; and L.J. Cox"	2016	A comparison of cat-related risk perception tolerance					
	for outdoor cats in Florida and Hawaii.	Conservation Biology	30	6	1233-1244		WILDECO	
MicroCell	"Walker, A. M., Sattler, S. A., Regner, M., Jones, J. P., Ralph, J., Vermerris, W., Sattler, S. E. and Kang, C."	2016	The Structure and Catalytic Mechanism of Sorghum bicolor Caffeoyl-CoA O-Methyltransferase	Plant Physiology	172	1	78-92	10.1104/pp.16.00845
ABE	"Wallach, D. M., L.; Ruane, A.; Rotter, R.; Asseng, S."	2016	Lessons from climate modeling on the design and use of ensembles for crop modeling	Climatic Change	139	4-Mar	551-564	10.1007/s10584-016-1803-1
ABE	"Wallach, D. T., P.; Asseng, S.; Challinor, A. J.; Ewert, F.; Jones, J. W.; Rotter, R.; Ruane, A. C."	2016	Estimating model prediction error: Should you treat predictions as fixed or random?	Environmental Modelling & Software	84		529-539	
Range_REC	"Wallau, M. O., Sollenberger, L. E., Vendramini, J. M. B., Gomide, C. a. M., Mullenix, M. K. and Quesenberry, K. H."	2016	Performance of Limpograss Breeding Lines under Various Grazing Management Strategies	Crop Science	56	6	3345-3353	10.2135/cropsci2016.05.0330
Agron	"Wallau, M. O. S., L. E.; Vendramini, J. M. B.; Gomide, C. A. M.; Mullenix, M. K.; Quesenberry, K. H."	2016	Performance of Limpograss Breeding Lines under Various Grazing Management Strategies	Crop Science	56	6	3345-3353	10.2135/cropsci2016.05.0330
FtLauder_REC	"Walters, T. M. M., Frank J; Fitz, H Carl"	2016	Habitat Selection by the Invasive Species Burmese Python in Southern Florida	Journal of Herpetology	50	1	50-56	
FLMedEnt	"Walton, W. E., Duguma, D., Tao, M., Popko, D. A. and Nygren, S."	2016	Integrated Mosquito Management in Experimental ConstructedWetlands: Efficacy of Small-Stature Macrophytes and Fluctuating Hydroperiod	Water	8	10	12	10.3390/w8100421
ABE	"Wan, S. L. H., F.; Wu, J. Y.; Wan, W. B.; Gu, Y. W.; Gao, B."	2016	Rapid and highly selective removal of lead from water using graphene oxide-hydrated manganese oxide nanocomposites	Journal of Hazardous Materials	314		32-40	10.1016/j.jhazmat.2016.04.014
	"Wan, S. W., Shengsen; Li, Yuncong; Gao, Bin"	2016	Functionalizing biochar with Mg–Al and Mg–Fe layered double hydroxides for removal of phosphate from aqueous solutions	"Journal of Industrial and Engineering Chemistry, "				Trop_REC
	"Wan, S. W., Shengsen; Li, Yuncong; Gao, Bin"	2016	Functionalizing biochar with Mg–Al and Mg–Fe layered double hydroxides for removal of phosphate from aqueous solutions	"Journal of Industrial and Engineering Chemistry, 10.1016/j.jiec.2016.11.039"			10.1016/j.jiec.2016.11.039	SoilWater
MicroCell	"Wang, C., Oliver, E. E., Christner, B. C. and Luo, B. H."	2016	Functional Analysis of a Bacterial Antifreeze Protein Indicates a Cooperative Effect between Its Two Ice-Binding Domains	Biochemistry	55	28	3975-3983	10.1021/acs.biochem.6b00323
	"Wang, C., Zhang, X., Li, J.-L., Zhang, Y. and Mou, Z."	2016	The Elongator Complex-Associated Protein DRL1 Plays a Positive Role in Immune Responses against Necrotrophic Fungal Pathogens in Arabidopsis	"Molecular plant pathology, 10.1111/mpp.12516"			10.1111/mpp.12516	MicroCell
MicroCell	"Wang, C. G., Zhang, X. D. and Mou, Z. L."	2016	Comparison of nicotinamide adenine dinucleotide phosphate-induced immune responses against biotrophic and necrotrophic pathogens in Arabidopsis thaliana	Plant Signaling & Behavior	11	6	4	10.1080/15592324.2016.1169358
SoilWater	"Wang, C. Y. C., X. Y.; Li, Y.; Li, H. B.; Huang, L.; Bi, J.; Luo, J.; Ma, L. Q.; Zhou, W.; Cao, Y.; Wang, B. G.; Miao, F."	2016	A label-free and portable graphene FET aptasensor for children blood lead detection	Scientific Reports	6		8	10.1038/srep21711
ABE	"Wang, E. Z. Z., Y. M.; Huang, Q.; Pang, L. F.; Qiao, H.; Yu, F.; Gao, B.; Zhang, J. L.; Min, Y. H.; Ma, T. S."	2016	5-Hydroxymethylfurfural modified rhodamine B dual-function derivative: Highly sensitive and selective optical detection of pH and Cu2+	Spectrochimica Acta Part a-Molecular and Biomolecular Spectroscopy	152		327-335	10.1016/j.saa.2015.07.090
ABE	"Wang, F. T., Zhaohui"	2016	Solely Biomass?Derived Polyethylene Terephthalate (PET): Conversion of Bio?based Isoprene and Acrolein to p?Xylene and Terephthalic Acid	ChemistrySelect	1	17	5538-5541	
AniSci	"Wang, J., G. Li, M. A. Elzo, X. Jia, S. Chen, and S. Lai."	2016	Calpastatin gene polymorphism is associated with rabbit meat quality traits	Journal of Applied Animal Research	45		342-345	
AniSci	"Wang, J., P. Xu, S. Li, L. Yan, M. A. Elzo, X. Jia, S. Chen, M. Zhang, and S. Lai"	2016	A single nucleotide polymorphism in CAST gene is associated with meat quality traits in rabbits	Animal Science Papers and Reports	34		269-278	
AniSci	"Wang, J., Y. Su, M. A. Elzo, X. Jia, S. Chen, and S. Lai."	2016	Comparison of carcass and meat quality traits among three rabbit breeds	Korean Journal for Food Science of Animal Resources	36	1	84-89	http://dx.doi.org/10.5851/kosfa.2016.36.1.84
MicroCell	"Wang, J. and Vermerris, W."	2016	Antimicrobial Nanomaterials Derived from Natural Products-A Review	Materials	9	4	19	10.3390/ma9040255
ABE	"Wang, J. F. H., Y. M.; Li, K. X.; Chen, Y. Y.; Vanegas, D.; Mclamore, E. S.; Shen, Y. B."	2016	Leaf Extract from Lithocarpus polystachyus Rehd. Promote Glycogen Synthesis in T2DM Mice	Plos One	11	11	24	10.1371/journal.pone.0166557
ABE	"Wang, M. G., B.; Tang, D. S."	2016	Review of key factors controlling engineered nanoparticle transport in porous media	Journal of Hazardous Materials	318		233-246	10.1016/j.jhazmat.2016.06.065
PlantPath	"Wang, N.-Y. Z., Ke; Huguet-Tapia, Jose C; Rollins, Jeffrey a; Dewdney, Megan M"	2016	Mating Type and Simple Sequence Repeat Markers Indicate a Clonal Population of Phyllosticta citricarpa in Florida	Phytopathology	106	11	1300-1310	
Citrus_REC	"Wang, N. Y. Z., K.; Huguet-Tapia, J. C.; Rollins, J. A.; Dewdney, M. M."	2016	Mating Type and Simple Sequence Repeat Markers Indicate a Clonal Population of Phyllosticta citricarpa in Florida	Phytopathology	106	11	1300-1310	10.1094/phyto-12-15-0316-r
	"Wang, S. G., Bin; Li, Yuncong; Creamer, Anne Elise; He, Feng"	2016	Adsorptive removal of arsenate from aqueous solutions by biochar supported zero-valent iron nanocomposite: Batch and continuous flow tests	"Journal of hazardous materials, "				Trop_REC
Trop_REC	"Wang, S. G., B; Li, Yc"	2016	Enhanced arsenic removal by biochar modified with nickel (Ni) and manganese (Mn) oxyhydroxides	Journal of Industrial and Engineering Chemistry	37		361-365	10.1016/j.jiec.2016.03.048
Trop_REC	"Wang, S. G., B; Li, Yc; Zimmerman, Ar; Cao, Xd"	2016	Sorption of arsenic onto Ni/Fe layered double hydroxide (LDH)-biochar composites	Rsc Advances	6	22	17792-17799	10.1039/c5ra17490b
ABE	"Wang, S. S. G., B.; Li, Y. C."	2016	Enhanced arsenic removal by biochar modified with nickel (Ni) and manganese (Mn) oxyhydroxides	Journal of Industrial and Engineering Chemistry	37		361-365	10.1016/j.jiec.2016.03.048
ABE	"Wang, S. S. G., B.; Li, Y. C.; Zimmerman, A. R.; Cao, X. D."	2016	Sorption of arsenic onto Ni/Fe layered double hydroxide (LDH)-biochar composites	Rsc Advances	6	22	17792-17799	10.1039/c5ra17490b
MicroCell	"Wang, Y., Pannuri, A. A., Ni, D. C., Zhou, H. Z., Cao, X. O., Lu, X. M., Romeo, T. and Huang, Y. H."	2016	Structural Basis for Translocation of a Biofilm-supporting Exopolysaccharide across the Bacterial Outer Membrane	Journal of Biological Chemistry	291	19	10046-10057	10.1074/jbc.M115.711762
Citrus_REC	"Wang, Y. L., Pei-Sheng; Chen, Yi-Fen; Ho, Chi-Tang; Pan, Min-Hsiung"	2016	"Suppression of Adipogenesis by 5-Hydroxy-3,6,7,8,3?,4?-Hexamethoxyflavone from Orange Peel in 3T3-L1 Cells"	Journal of Medicinal Food	19	9	830-835	10.1089/jmf.2016.0060
Everglades_REC	"Wang, Y. L., Huangjun; Hu, Jinguo"	2016	Molecular Mapping of High Resistance to Bacterial Leaf Spot in Lettuce PI 358001-1	Phytopathology	106	11	1319-1325	10.1094/PHYTO-09-15-0238-R
MicroCell	"Warden, J. G., Casaburi, G., Omelon, C. R., Bennett, P. C., Breecker, D. O. and Foster, J. S."	2016	"Characterization of Microbial Mat Microbiomes in the Modern Thrombolite Ecosystem of Lake Clifton, Western Australia Using Shotgun Metagenomics"	Frontiers in microbiology	7		1064	10.3389/fmicb.2016.01064
AgEd	"Warner, L. a. C., Anil Kumar; Galindo-Gonzalez, Sebastian"	2016	"Extension Participants and Nonparticipants Differ in Water Conservation Normative Beliefs, Intentions, and Behaviors"	HortTechnology	26	6	852-861	10.21273/HORTTECH03484-16
AgEd	"Warner, L. a. C., Anil Kumar; Lamm, Alexa J"	2016	Using Importance-Performance Analysis to Guide Extension Needs Assessment	Journal of Extension	54	6	6FEA1	
AgEd	"Warner, L. a. L., A. J.; Rumble, J. N.; Martin, E. T.; Cantrell, R."	2016	Classifying Residents who use Landscape Irrigation: Implications for Encouraging Water Conservation Behavior	Environmental Management	58	2	238-253	10.1007/s00267-016-0706-2
AgEd	"Warner, L. a. S., Eric; Murphrey, Theresa Pesl; Huynh, Phuong"	2016	Identification of the Competencies Needed to Apply Social Marketing to Extension Programming: Results of a Delphi Study	Journal of Agricultural Education	57	2	14-32	10.5032/jae.2016.02014 
	"Warner, L. L., Alexa; Rumble, Joy; Martin, Emmett; Cantrell, Randall"	2016	Classifying residents who use landscape					
	irrigation: implications for encouraging water conservation behavior.	Environmental						
	Management	58	2	15		FYCS		
PlantPath	"Warning, A. D., Ashim K; Bartz, Jerry A"	2016	Mechanistic understanding of temperature-driven water and bacterial infiltration during hydrocooling of fresh produce	Postharvest Biology and Technology	118		159-174	
WILDECO	"Watine, L. N., And W.M. Giuliano."	2016	Coyote Predation Effects on White-Tailed Deer Fawns.	Natural Resources	7		628-643	
	"Weaver, S. C., Cm; Prichard, Ap; Laporta, J; Benevenga, Nj; Hernandez, Ll"	2016	Use of the RatLoft decreases pup mortality in lactating mice	"Laboratory animals, "		2.36772E+13		AniSci
SFRC	"Webb, E. E. S., E. A. G.; Natali, S. M.; Oken, K. L.; Bracho, R.; Krapek, J. P.; Risk, D.; Nickerson, N. R."	2016	Increased wintertime CO2 loss as a result of sustained tundra warming	Journal of Geophysical Research-Biogeosciences	121	2	249-265	10.1002/2014jg002795
SFRC	"Webb, E. E. S., Edward A. G.; Natali, Susan M.; Oken, Kiva L.; Bracho, Rosvel; Krapek, John P.; Risk, David; Nickerson, Nick R."	2016	Increased wintertime CO2 loss as a result of sustained tundra warming	Journal of Geophysical Research: Biogeosciences	121		249-265	10.1002/2014JG002795
NOFL_REC	"Webb, S. E., Badillo-Vargas, I. E., Purcifull, D. E., Hiebert, E., Baker, C. A., Funderburk, J. E. and Adkins, S."	2016	Zucchini tigre mosaic virus Infection of Cucurbits in Florida	Plant Disease	100	12	2540-2540	10.1094/pdis-05-16-0660-pdn
	"Weeks, E. M., Et; Gezan, Sa; Kaufman, Pe; Geden, Cj"	2016	Effects of four commercial fungal formulations on mortality and sporulation in house flies (Musca domestica) and stable flies (Stomoxys calcitrans)	"Medical and Veterinary Entomology, "				EntNem
	"Weeks, E. M., E.; Gezan, S.; Kaufman, P."	2016	Effect of four commercial fungal formulations on mortality and sporulation of house flies (Musca domestica) and stable flies (Stomoxys calcitrans)	"Medical and Veterinary Entomology 2016, 10.1111/mve.12201"			10.1111/mve.12201	SFRC
	"Wei, C. H., M.; Larsen, N.; Nuessly, G.; Rott, P."	2016	First					
	report of Sugarcane yellow leaf virus							
	infecting grain sorghum (Sorghum bicolor)							
	in the United States	Plant						
	Disease	100	8	1798-1799		Everglades_REC		
	"Wei, X. H., H.; Tong, H.; Gmitter Jr.,F.G."	2016	Profiles of gene family members related to carotenoid accumulation in citrus genus	"Journal of Plant Biology, "				Citrus_REC
Gulf_REC	"Wei, X. P. G., Z.; Zhu, H."	2016	Farmer's willingness to paricipate in wetland restoration:  a hurdle model approach	Agricultural Economics	47	6	719-727	10.1111/agec.12268
MicroCell	"Wei, X. Y., Song, X. Y., Dong, D., Keyhani, N. O., Yao, L. D., Zang, X. Y., Dong, L. L., Gu, Z. J., Fu, D. L., Liu, X. Z., Qiu, J. Z. and Guan, X."	2016	Efficient production of Aschersonia placenta protoplasts for transformation using optimization algorithms	Canadian Journal of Microbiology	62	7	579-587	10.1139/cjm-2015-0770
ABE	"Welikhe, P. E.-Q., J.; Boote, K.; Asseng, S.; Afandi, G."	2016	Impact of climate change on corn yields in  Alabama	Professional Agricultural Workers  Journal	4	1	12 pp	
ABE	"Welikhe, P. E.-Q., Joseph; Boote, Kenneth; Asseng, Senthold; El Afandi, Gamal; Fall, Souleymane; Mortley, Desmond; Ankumah, Ramble"	2016	Impact of Climate Change on Corn Yields in Alabama	Professional Agricultural Workers Journal	4	1	12	
Agron	"Welikhe, P. E.-Q., Joseph; Boote, Kenneth; Asseng, Senthold; El Afandi, Gamal; Fall, Souleymane; Mortley, Desmond; Ankumah, Ramble"	2016	Impact of Climate Change on Corn Yields in Alabama	Professional Agricultural Workers Journal	4	1	12	
FoodSci	"Weng, L. G., Y; Culver, J; Gardell, Sj; Petucci, C; Morse, Am; Frye, Rf; Turner, St; Chapman, a; Boerwinkle, E; Gums, J; Beitelshees, Al; Borum, Pr; Johnson, Ja; Garrett, Tj; Mcintyre, Lm; Cooper-Dehoff, Rm"	2016	Presence of arachidonoyl-carnitine is associated with adverse cardiometabolic responses in hypertensive patients treated with atenolol	Metabolomics	12	10		10.1007/s11306-016-1098-2
MicroCell	"Weppelmann, T. A., Von Fricken, M. E., Lam, B., Telisma, T., Existe, A., Lemoine, J. F., Larkin, J. and Okech, B. A."	2016	Sparse serological evidence of Plasmodium vivax transmission in the Ouest and Sud-Est departments of Haiti	Acta Tropica	162		27-34	10.1016/j.actatropica.2016.05.011
HortSci	"Whitaker, Y. P. C. S. a. S. C. N. N. V."	2016	"Composition of Commercial Strawberry Cultivars and Advanced Selections as Affected by Season, Harvest, and Postharvest Storage"	HortScience	51	9	1134-1143	10.21273/HORTSCI10996-16
AniSci	"White, S. J., Se; Bobel, Jm; Warren, Lk"	2016	Dietary selenium and prolonged exercise alter gene expression and activity of antioxidant enzymes in equine skeletal muscle	Journal of Animal Science	94	7	2867-2878	
Gulf_REC	"White, S. N. B., N.S."	2016	"Effect of dry heat, direct flame, and straw burning on seed germination of weed species found in lowbush blueberry fields"	Weed Technology	30	1	263-270	
